condition,reward,response_index,old_top10_count,new_top10_count,label_overlap_count,label_overlap_fraction_of_old,label_overlap
baseline,25,20,10,10,0,0.0,
baseline,25,21,10,10,0,0.0,
baseline,25,22,10,10,0,0.0,
baseline,25,23,10,10,0,0.0,
baseline,25,24,10,10,0,0.0,
baseline,25,25,10,10,0,0.0,
baseline,25,26,10,10,0,0.0,
baseline,25,27,10,10,0,0.0,
baseline,25,28,10,10,0,0.0,
baseline,25,29,10,10,0,0.0,
baseline,25,30,10,10,0,0.0,
baseline,25,31,10,10,0,0.0,
baseline,25,32,10,10,0,0.0,
baseline,25,33,10,10,0,0.0,
baseline,25,34,10,10,0,0.0,
baseline,25,35,10,10,0,0.0,
baseline,25,36,10,10,0,0.0,
baseline,25,37,10,10,0,0.0,
baseline,25,38,10,10,0,0.0,
baseline,25,39,10,10,0,0.0,
baseline,25,40,10,10,0,0.0,
baseline,30,1,10,10,0,0.0,
baseline,30,2,10,10,0,0.0,
baseline,30,3,10,10,0,0.0,
baseline,30,4,10,10,0,0.0,
baseline,30,5,10,10,0,0.0,
baseline,30,6,10,10,0,0.0,
baseline,30,7,10,10,0,0.0,
baseline,30,8,10,10,0,0.0,
baseline,30,9,10,10,0,0.0,
baseline,30,10,10,10,0,0.0,
baseline,30,11,10,10,0,0.0,
baseline,30,12,10,10,0,0.0,
baseline,30,13,10,10,0,0.0,
baseline,30,14,10,10,0,0.0,
baseline,30,15,10,10,0,0.0,
baseline,30,16,10,10,0,0.0,
baseline,30,17,10,10,0,0.0,
baseline,30,18,10,10,0,0.0,
baseline,30,19,10,10,0,0.0,
baseline,30,20,10,10,0,0.0,
baseline,30,21,10,10,0,0.0,
baseline,30,22,10,10,0,0.0,
baseline,30,23,10,10,0,0.0,
baseline,30,24,10,10,0,0.0,
baseline,30,25,10,10,0,0.0,
baseline,30,26,10,10,0,0.0,
baseline,30,27,10,10,0,0.0,
baseline,30,28,10,10,0,0.0,
baseline,30,29,10,10,0,0.0,
baseline,30,30,10,10,0,0.0,
baseline,30,31,10,10,0,0.0,
baseline,30,32,10,10,0,0.0,
baseline,30,33,10,10,0,0.0,
baseline,30,34,10,10,0,0.0,
baseline,30,35,10,10,0,0.0,
baseline,30,36,10,10,0,0.0,
baseline,30,37,10,10,0,0.0,
baseline,30,38,10,10,0,0.0,
baseline,30,39,10,10,0,0.0,
baseline,30,40,10,10,0,0.0,
baseline,35,1,10,10,0,0.0,
baseline,35,2,10,10,0,0.0,
baseline,35,3,10,10,0,0.0,
baseline,35,4,10,10,0,0.0,
baseline,35,5,10,10,0,0.0,
baseline,35,6,10,10,0,0.0,
baseline,35,7,10,10,0,0.0,
baseline,35,8,10,10,0,0.0,
baseline,35,9,10,10,0,0.0,
baseline,35,10,10,10,0,0.0,
baseline,35,11,10,10,0,0.0,
baseline,35,12,10,10,0,0.0,
baseline,35,13,10,10,0,0.0,
baseline,35,14,10,10,0,0.0,
baseline,35,15,10,10,0,0.0,
baseline,35,16,10,10,0,0.0,
baseline,35,17,10,10,0,0.0,
baseline,35,18,10,10,0,0.0,
baseline,35,19,10,10,0,0.0,
baseline,35,20,10,10,0,0.0,
baseline,35,21,10,10,0,0.0,
baseline,35,22,10,10,0,0.0,
baseline,35,23,10,10,0,0.0,
baseline,35,24,10,10,0,0.0,
baseline,35,25,10,10,0,0.0,
baseline,35,26,10,10,0,0.0,
baseline,35,27,10,10,0,0.0,
baseline,35,28,10,10,0,0.0,
baseline,35,29,10,10,0,0.0,
baseline,35,30,10,10,0,0.0,
baseline,35,31,10,10,0,0.0,
baseline,35,32,10,10,0,0.0,
baseline,35,33,10,10,0,0.0,
baseline,35,34,10,10,0,0.0,
baseline,35,35,10,10,0,0.0,
baseline,35,36,10,10,0,0.0,
baseline,35,37,10,10,0,0.0,
baseline,35,38,10,10,0,0.0,
baseline,35,39,10,10,0,0.0,
baseline,35,40,10,10,0,0.0,
baseline,40,1,10,10,0,0.0,
baseline,40,2,10,10,0,0.0,
baseline,40,3,10,10,0,0.0,
baseline,40,4,10,10,0,0.0,
baseline,40,5,10,10,0,0.0,
baseline,40,6,10,10,0,0.0,
baseline,40,7,10,10,0,0.0,
baseline,40,8,10,10,0,0.0,
baseline,40,9,10,10,0,0.0,
baseline,40,10,10,10,0,0.0,
baseline,40,11,10,10,0,0.0,
baseline,40,12,10,10,0,0.0,
baseline,40,13,10,10,0,0.0,
baseline,40,14,10,10,0,0.0,
baseline,40,15,10,10,0,0.0,
baseline,40,16,10,10,0,0.0,
baseline,40,17,10,10,0,0.0,
baseline,40,18,10,10,0,0.0,
baseline,40,19,10,10,0,0.0,
baseline,40,20,10,10,0,0.0,
baseline,40,21,10,10,0,0.0,
baseline,40,22,10,10,0,0.0,
baseline,40,23,10,10,0,0.0,
baseline,40,24,10,10,0,0.0,
baseline,40,25,10,10,0,0.0,
baseline,40,26,10,10,0,0.0,
baseline,40,27,10,10,0,0.0,
baseline,40,28,10,10,0,0.0,
baseline,40,29,10,10,0,0.0,
baseline,40,30,10,10,0,0.0,
baseline,40,31,10,10,0,0.0,
baseline,40,32,10,10,0,0.0,
baseline,40,33,10,10,0,0.0,
baseline,40,34,10,10,0,0.0,
baseline,40,35,10,10,0,0.0,
baseline,40,36,10,10,0,0.0,
baseline,40,37,10,10,0,0.0,
baseline,40,38,10,10,0,0.0,
baseline,40,39,10,10,0,0.0,
baseline,40,40,10,10,0,0.0,
baseline,45,1,10,10,0,0.0,
baseline,45,2,10,10,0,0.0,
baseline,45,3,10,10,0,0.0,
baseline,45,4,10,10,0,0.0,
baseline,45,5,10,10,0,0.0,
baseline,45,6,10,10,0,0.0,
baseline,45,7,10,10,0,0.0,
baseline,45,8,10,10,0,0.0,
baseline,45,9,10,10,0,0.0,
baseline,45,10,10,10,0,0.0,
baseline,45,11,10,10,0,0.0,
baseline,45,12,10,10,0,0.0,
baseline,45,13,10,10,0,0.0,
baseline,45,14,10,10,0,0.0,
baseline,45,15,10,10,0,0.0,
baseline,45,16,10,10,0,0.0,
baseline,45,17,10,10,0,0.0,
baseline,45,18,10,10,0,0.0,
baseline,45,19,10,10,0,0.0,
baseline,45,20,10,10,0,0.0,
baseline,45,21,10,10,0,0.0,
baseline,45,22,10,10,0,0.0,
baseline,45,23,10,10,0,0.0,
baseline,45,24,10,10,0,0.0,
baseline,45,25,10,10,0,0.0,
baseline,45,26,10,10,0,0.0,
baseline,45,27,10,10,0,0.0,
baseline,45,28,10,10,0,0.0,
baseline,45,29,10,10,0,0.0,
baseline,45,30,10,10,0,0.0,
baseline,45,31,10,10,0,0.0,
baseline,45,32,10,10,0,0.0,
baseline,45,33,10,10,0,0.0,
baseline,45,34,10,10,0,0.0,
baseline,45,35,10,10,0,0.0,
baseline,45,36,10,10,0,0.0,
baseline,45,37,10,10,0,0.0,
baseline,45,38,10,10,0,0.0,
baseline,45,39,10,10,0,0.0,
baseline,45,40,10,10,0,0.0,
baseline,50,1,10,10,0,0.0,
baseline,50,2,10,10,0,0.0,
baseline,50,3,10,10,0,0.0,
baseline,50,4,10,10,0,0.0,
baseline,50,5,10,10,0,0.0,
baseline,50,6,10,10,0,0.0,
baseline,50,7,10,10,0,0.0,
baseline,50,8,10,10,0,0.0,
baseline,50,9,10,10,0,0.0,
baseline,50,10,10,10,0,0.0,
baseline,50,11,10,10,0,0.0,
baseline,50,12,10,10,0,0.0,
baseline,50,13,10,10,0,0.0,
baseline,50,14,10,10,0,0.0,
baseline,50,15,10,10,0,0.0,
baseline,50,16,10,10,0,0.0,
baseline,50,17,10,10,0,0.0,
baseline,50,18,10,10,0,0.0,
baseline,50,19,10,10,0,0.0,
baseline,50,20,10,10,0,0.0,
baseline,50,21,10,10,0,0.0,
baseline,50,22,10,10,0,0.0,
baseline,50,23,10,10,0,0.0,
baseline,50,24,10,10,0,0.0,
baseline,50,25,10,10,0,0.0,
baseline,50,26,10,10,0,0.0,
baseline,50,27,10,10,0,0.0,
baseline,50,28,10,10,0,0.0,
baseline,50,29,10,10,0,0.0,
baseline,50,30,10,10,0,0.0,
baseline,50,31,10,10,0,0.0,
baseline,50,32,10,10,0,0.0,
baseline,50,33,10,10,0,0.0,
baseline,50,34,10,10,0,0.0,
baseline,50,35,10,10,0,0.0,
baseline,50,36,10,10,0,0.0,
baseline,50,37,10,10,0,0.0,
baseline,50,38,10,10,0,0.0,
baseline,50,39,10,10,0,0.0,
baseline,50,40,10,10,0,0.0,
baseline,55,1,10,10,0,0.0,
baseline,55,2,10,10,0,0.0,
baseline,55,3,10,10,0,0.0,
baseline,55,4,10,10,0,0.0,
baseline,55,5,10,10,0,0.0,
baseline,55,6,10,10,0,0.0,
baseline,55,7,10,10,0,0.0,
baseline,55,8,10,10,0,0.0,
baseline,55,9,10,10,0,0.0,
baseline,55,10,10,10,0,0.0,
baseline,55,11,10,10,0,0.0,
baseline,55,12,10,10,0,0.0,
baseline,55,13,10,10,0,0.0,
baseline,55,14,10,10,0,0.0,
baseline,55,15,10,10,0,0.0,
baseline,55,16,10,10,0,0.0,
baseline,55,17,10,10,0,0.0,
baseline,55,18,10,10,0,0.0,
baseline,55,19,10,10,0,0.0,
baseline,55,20,10,10,0,0.0,
baseline,55,21,10,10,0,0.0,
baseline,55,22,10,10,0,0.0,
baseline,55,23,10,10,0,0.0,
baseline,55,24,10,10,0,0.0,
baseline,55,25,10,10,0,0.0,
baseline,55,26,10,10,0,0.0,
baseline,55,27,10,10,0,0.0,
baseline,55,28,10,10,0,0.0,
baseline,55,29,10,10,0,0.0,
baseline,55,30,10,10,0,0.0,
baseline,55,31,10,10,0,0.0,
baseline,55,32,10,10,0,0.0,
baseline,55,33,10,10,0,0.0,
baseline,55,34,10,10,0,0.0,
baseline,55,35,10,10,0,0.0,
baseline,55,36,10,10,0,0.0,
baseline,55,37,10,10,0,0.0,
baseline,55,38,10,10,0,0.0,
baseline,55,39,10,10,0,0.0,
baseline,55,40,10,10,0,0.0,
baseline,60,1,10,10,0,0.0,
baseline,60,2,10,10,0,0.0,
baseline,60,3,10,10,0,0.0,
baseline,60,4,10,10,0,0.0,
baseline,60,5,10,10,0,0.0,
baseline,60,6,10,10,0,0.0,
baseline,60,7,10,10,0,0.0,
baseline,60,8,10,10,0,0.0,
baseline,60,9,10,10,0,0.0,
baseline,60,10,10,10,0,0.0,
baseline,60,11,10,10,0,0.0,
baseline,60,12,10,10,0,0.0,
baseline,60,13,10,10,0,0.0,
baseline,60,14,10,10,0,0.0,
baseline,60,15,10,10,0,0.0,
baseline,60,16,10,10,0,0.0,
baseline,60,17,10,10,0,0.0,
baseline,60,18,10,10,0,0.0,
baseline,60,19,10,10,0,0.0,
baseline,60,20,10,10,0,0.0,
baseline,60,21,10,10,0,0.0,
baseline,60,22,10,10,0,0.0,
baseline,60,23,10,10,0,0.0,
baseline,60,24,10,10,0,0.0,
baseline,60,25,10,10,0,0.0,
baseline,60,26,10,10,0,0.0,
baseline,60,27,10,10,0,0.0,
baseline,60,28,10,10,0,0.0,
baseline,60,29,10,10,0,0.0,
baseline,60,30,10,10,0,0.0,
baseline,60,31,10,10,0,0.0,
baseline,60,32,10,10,0,0.0,
baseline,60,33,10,10,0,0.0,
baseline,60,34,10,10,0,0.0,
baseline,60,35,10,10,0,0.0,
baseline,60,36,10,10,0,0.0,
baseline,60,37,10,10,0,0.0,
baseline,60,38,10,10,0,0.0,
baseline,60,39,10,10,0,0.0,
baseline,60,40,10,10,0,0.0,
baseline,65,1,10,10,0,0.0,
baseline,65,2,10,10,0,0.0,
baseline,65,3,10,10,0,0.0,
baseline,65,4,10,10,0,0.0,
baseline,65,5,10,10,0,0.0,
baseline,65,6,10,10,0,0.0,
baseline,65,7,10,10,0,0.0,
baseline,65,8,10,10,0,0.0,
baseline,65,9,10,10,0,0.0,
baseline,65,10,10,10,0,0.0,
baseline,65,11,10,10,0,0.0,
baseline,65,12,10,10,0,0.0,
baseline,65,13,10,10,0,0.0,
baseline,65,14,10,10,0,0.0,
baseline,65,15,10,10,0,0.0,
baseline,65,16,10,10,0,0.0,
baseline,65,17,10,10,0,0.0,
baseline,65,18,10,10,0,0.0,
baseline,65,19,10,10,0,0.0,
baseline,65,20,10,10,0,0.0,
baseline,65,21,10,10,0,0.0,
baseline,65,22,10,10,0,0.0,
baseline,65,23,10,10,0,0.0,
baseline,65,24,10,10,0,0.0,
baseline,65,25,10,10,0,0.0,
baseline,65,26,10,10,0,0.0,
baseline,65,27,10,10,0,0.0,
baseline,65,28,10,10,0,0.0,
baseline,65,29,10,10,0,0.0,
baseline,65,30,10,10,0,0.0,
baseline,65,31,10,10,0,0.0,
baseline,65,32,10,10,0,0.0,
baseline,65,33,10,10,0,0.0,
baseline,65,34,10,10,0,0.0,
baseline,65,35,10,10,0,0.0,
baseline,65,36,10,10,0,0.0,
baseline,65,37,10,10,0,0.0,
baseline,65,38,10,10,0,0.0,
baseline,65,39,10,10,0,0.0,
baseline,65,40,10,10,0,0.0,
baseline,70,1,10,10,0,0.0,
baseline,70,2,10,10,0,0.0,
baseline,70,3,10,10,0,0.0,
baseline,70,4,10,10,0,0.0,
baseline,70,5,10,10,0,0.0,
baseline,70,6,10,10,0,0.0,
baseline,70,7,10,10,0,0.0,
baseline,70,8,10,10,0,0.0,
baseline,70,9,10,10,0,0.0,
baseline,70,10,10,10,0,0.0,
baseline,70,11,10,10,0,0.0,
baseline,70,12,10,10,0,0.0,
baseline,70,13,10,10,0,0.0,
baseline,70,14,10,10,0,0.0,
baseline,70,15,10,10,0,0.0,
baseline,70,16,10,10,0,0.0,
baseline,70,17,10,10,0,0.0,
baseline,70,18,10,10,0,0.0,
baseline,70,19,10,10,0,0.0,
baseline,70,20,10,10,0,0.0,
baseline,70,21,10,10,0,0.0,
baseline,70,22,10,10,0,0.0,
baseline,70,23,10,10,0,0.0,
baseline,70,24,10,10,0,0.0,
baseline,70,25,10,10,0,0.0,
baseline,70,26,10,10,0,0.0,
baseline,70,27,10,10,0,0.0,
baseline,70,28,10,10,0,0.0,
baseline,70,29,10,10,0,0.0,
baseline,70,30,10,10,0,0.0,
baseline,70,31,10,10,0,0.0,
baseline,70,32,10,10,0,0.0,
baseline,70,33,10,10,0,0.0,
baseline,70,34,10,10,0,0.0,
baseline,70,35,10,10,0,0.0,
baseline,70,36,10,10,0,0.0,
baseline,70,37,10,10,0,0.0,
baseline,70,38,10,10,0,0.0,
baseline,70,39,10,10,0,0.0,
baseline,70,40,10,10,0,0.0,
baseline,75,1,10,10,0,0.0,
baseline,75,2,10,10,0,0.0,
baseline,75,3,10,10,0,0.0,
baseline,75,4,10,10,0,0.0,
baseline,75,5,10,10,0,0.0,
baseline,75,6,10,10,0,0.0,
baseline,75,7,10,10,0,0.0,
baseline,75,8,10,10,0,0.0,
baseline,75,9,10,10,0,0.0,
baseline,75,10,10,10,0,0.0,
baseline,75,11,10,10,0,0.0,
baseline,75,12,10,10,0,0.0,
baseline,75,13,10,10,0,0.0,
baseline,75,14,10,10,0,0.0,
baseline,75,15,10,10,0,0.0,
baseline,75,16,10,10,0,0.0,
baseline,75,17,10,10,0,0.0,
baseline,75,18,10,10,0,0.0,
baseline,75,19,10,10,0,0.0,
baseline,75,20,10,10,0,0.0,
baseline,75,21,10,10,0,0.0,
baseline,75,22,10,10,0,0.0,
baseline,75,23,10,10,0,0.0,
baseline,75,24,10,10,0,0.0,
baseline,75,25,10,10,0,0.0,
baseline,75,26,10,10,0,0.0,
baseline,75,27,10,10,0,0.0,
baseline,75,28,10,10,0,0.0,
baseline,75,29,10,10,0,0.0,
baseline,75,30,10,10,0,0.0,
baseline,75,31,10,10,0,0.0,
baseline,75,32,10,10,0,0.0,
baseline,75,33,10,10,0,0.0,
baseline,75,34,10,10,0,0.0,
baseline,75,35,10,10,0,0.0,
baseline,75,36,10,10,0,0.0,
baseline,75,37,10,10,0,0.0,
baseline,75,38,10,10,0,0.0,
baseline,75,39,10,10,0,0.0,
baseline,75,40,10,10,0,0.0,
baseline,80,1,10,10,0,0.0,
baseline,80,2,10,10,0,0.0,
baseline,80,3,10,10,0,0.0,
baseline,80,4,10,10,0,0.0,
baseline,80,5,10,10,0,0.0,
baseline,80,6,10,10,0,0.0,
baseline,80,7,10,10,0,0.0,
baseline,80,8,10,10,0,0.0,
baseline,80,9,10,10,0,0.0,
baseline,80,10,10,10,0,0.0,
baseline,80,11,10,10,0,0.0,
baseline,80,12,10,10,0,0.0,
baseline,80,13,10,10,0,0.0,
baseline,80,14,10,10,0,0.0,
baseline,80,15,10,10,0,0.0,
baseline,80,16,10,10,0,0.0,
baseline,80,17,10,10,0,0.0,
baseline,80,18,10,10,0,0.0,
baseline,80,19,10,10,0,0.0,
baseline,80,20,10,10,0,0.0,
baseline,80,21,10,10,0,0.0,
baseline,80,22,10,10,0,0.0,
baseline,80,23,10,10,0,0.0,
baseline,80,24,10,10,0,0.0,
baseline,80,25,10,10,0,0.0,
baseline,80,26,10,10,0,0.0,
baseline,80,27,10,10,0,0.0,
baseline,80,28,10,10,0,0.0,
baseline,80,29,10,10,0,0.0,
baseline,80,30,10,10,0,0.0,
baseline,80,31,10,10,0,0.0,
baseline,80,32,10,10,0,0.0,
baseline,80,33,10,10,0,0.0,
baseline,80,34,10,10,0,0.0,
baseline,80,35,10,10,0,0.0,
baseline,80,36,10,10,0,0.0,
baseline,80,37,10,10,0,0.0,
baseline,80,38,10,10,0,0.0,
baseline,80,39,10,10,0,0.0,
baseline,80,40,10,10,0,0.0,
baseline,85,1,10,10,0,0.0,
baseline,85,2,10,10,0,0.0,
baseline,85,3,10,10,0,0.0,
baseline,85,4,10,10,0,0.0,
baseline,85,5,10,10,0,0.0,
baseline,85,6,10,10,0,0.0,
baseline,85,7,10,10,0,0.0,
baseline,85,8,10,10,0,0.0,
baseline,85,9,10,10,0,0.0,
baseline,85,10,10,10,0,0.0,
baseline,85,11,10,10,0,0.0,
baseline,85,12,10,10,0,0.0,
baseline,85,13,10,10,0,0.0,
baseline,85,14,10,10,0,0.0,
baseline,85,15,10,10,0,0.0,
baseline,85,16,10,10,0,0.0,
baseline,85,17,10,10,0,0.0,
baseline,85,18,10,10,0,0.0,
baseline,85,19,10,10,0,0.0,
baseline,85,20,10,10,0,0.0,
baseline,85,21,10,10,0,0.0,
baseline,85,22,10,10,0,0.0,
baseline,85,23,10,10,0,0.0,
baseline,85,24,10,10,0,0.0,
baseline,85,25,10,10,0,0.0,
baseline,85,26,10,10,0,0.0,
baseline,85,27,10,10,0,0.0,
baseline,85,28,10,10,0,0.0,
baseline,85,29,10,10,0,0.0,
baseline,85,30,10,10,0,0.0,
baseline,85,31,10,10,0,0.0,
baseline,85,32,10,10,0,0.0,
baseline,85,33,10,10,0,0.0,
baseline,85,34,10,10,0,0.0,
baseline,85,35,10,10,0,0.0,
baseline,85,36,10,10,0,0.0,
baseline,85,37,10,10,0,0.0,
baseline,85,38,10,10,0,0.0,
baseline,85,39,10,10,0,0.0,
baseline,85,40,10,10,0,0.0,
baseline,90,1,10,10,0,0.0,
baseline,90,2,10,10,0,0.0,
baseline,90,3,10,10,0,0.0,
baseline,90,4,10,10,0,0.0,
baseline,90,5,10,10,0,0.0,
baseline,90,6,10,10,0,0.0,
baseline,90,7,10,10,0,0.0,
baseline,90,8,10,10,0,0.0,
baseline,90,9,10,10,0,0.0,
baseline,90,10,10,10,0,0.0,
baseline,90,11,10,10,0,0.0,
baseline,90,12,10,10,0,0.0,
baseline,90,13,10,10,0,0.0,
baseline,90,14,10,10,0,0.0,
baseline,90,15,10,10,0,0.0,
baseline,90,16,10,10,0,0.0,
baseline,90,17,10,10,0,0.0,
baseline,90,18,10,10,0,0.0,
baseline,90,19,10,10,0,0.0,
baseline,90,20,10,10,0,0.0,
baseline,90,21,10,10,0,0.0,
baseline,90,22,10,10,0,0.0,
baseline,90,23,10,10,0,0.0,
baseline,90,24,10,10,0,0.0,
baseline,90,25,10,10,0,0.0,
baseline,90,26,10,10,0,0.0,
baseline,90,27,10,10,0,0.0,
baseline,90,28,10,10,0,0.0,
baseline,90,29,10,10,0,0.0,
baseline,90,30,10,10,0,0.0,
baseline,90,31,10,10,0,0.0,
baseline,90,32,10,10,0,0.0,
baseline,90,33,10,10,0,0.0,
baseline,90,34,10,10,0,0.0,
baseline,90,35,10,10,0,0.0,
baseline,90,36,10,10,0,0.0,
baseline,90,37,10,10,0,0.0,
baseline,90,38,10,10,0,0.0,
baseline,90,39,10,10,0,0.0,
baseline,90,40,10,10,0,0.0,
baseline,95,1,10,10,0,0.0,
baseline,95,2,10,10,0,0.0,
baseline,95,3,10,10,0,0.0,
baseline,95,4,10,10,0,0.0,
baseline,95,5,10,10,0,0.0,
baseline,95,6,10,10,0,0.0,
baseline,95,7,10,10,0,0.0,
baseline,95,8,10,10,0,0.0,
baseline,95,9,10,10,0,0.0,
baseline,95,10,10,10,0,0.0,
baseline,95,11,10,10,0,0.0,
baseline,95,12,10,10,0,0.0,
baseline,95,13,10,10,0,0.0,
baseline,95,14,10,10,0,0.0,
baseline,95,15,10,10,0,0.0,
baseline,95,16,10,10,0,0.0,
baseline,95,17,10,10,0,0.0,
baseline,95,18,10,10,0,0.0,
baseline,95,19,10,10,0,0.0,
baseline,95,20,10,10,0,0.0,
baseline,95,21,10,10,0,0.0,
baseline,95,22,10,10,0,0.0,
baseline,95,23,10,10,0,0.0,
baseline,95,24,10,10,0,0.0,
baseline,95,25,10,10,0,0.0,
baseline,95,26,10,10,0,0.0,
baseline,95,27,10,10,0,0.0,
baseline,95,28,10,10,0,0.0,
baseline,95,29,10,10,0,0.0,
baseline,95,30,10,10,0,0.0,
baseline,95,31,10,10,0,0.0,
baseline,95,32,10,10,0,0.0,
baseline,95,33,10,10,0,0.0,
baseline,95,34,10,10,0,0.0,
baseline,95,35,10,10,0,0.0,
baseline,95,36,10,10,0,0.0,
baseline,95,37,10,10,0,0.0,
baseline,95,38,10,10,0,0.0,
baseline,95,39,10,10,0,0.0,
baseline,95,40,10,10,0,0.0,
baseline,100,1,10,10,0,0.0,
baseline,100,2,10,10,0,0.0,
baseline,100,3,10,10,0,0.0,
baseline,100,4,10,10,0,0.0,
baseline,100,5,10,10,0,0.0,
baseline,100,6,10,10,0,0.0,
baseline,100,7,10,10,0,0.0,
baseline,100,8,10,10,0,0.0,
baseline,100,9,10,10,0,0.0,
baseline,100,10,10,10,0,0.0,
baseline,100,11,10,10,0,0.0,
