task,condition,reward,rank,feature_index,mean_activation,std_activation,nonzero_count,n_response_units,feature_label
ultimatum_response,dose_altruism_03,45,2,11391,6.3578125,0.11774865644138785,40,40,if ... were statements
ultimatum_response,dose_altruism_03,45,3,42888,5.1953125,1.191886429874403,38,40,rational and logical reasoning
ultimatum_response,dose_altruism_03,45,4,26699,4.625,0.0,40,40,making a choice
ultimatum_response,dose_altruism_03,45,5,28802,4.58515625,0.30989047176734613,40,40,contrast conjunctions like while or although
ultimatum_response,dose_altruism_03,45,6,50689,4.54921875,0.19663769179875362,40,40,maximum limit payoff
ultimatum_response,dose_altruism_03,45,7,53638,4.4078125,0.7086570568467827,39,40,total quantities
ultimatum_response,dose_altruism_03,45,8,20484,4.39375,1.0079953806937818,38,40,providing...with
ultimatum_response,dose_altruism_03,45,9,19310,4.24765625,0.03306266245226455,40,40,rejected or denied
ultimatum_response,dose_altruism_03,45,10,24592,4.15625,0.9535091438995223,38,40,maximize benefits or outcomes
ultimatum_response,dose_altruism_03,50,1,11391,6.148583984375,1.3955713072654394,40,40,if ... were statements
ultimatum_response,dose_altruism_03,50,2,26699,4.625,0.0,40,40,making a choice
ultimatum_response,dose_altruism_03,50,3,19310,4.23125,0.49037613114832734,40,40,rejected or denied
ultimatum_response,dose_altruism_03,50,4,60228,4.2109375,0.17026948998205757,40,40,"artificial intelligence, such as, due to"
ultimatum_response,dose_altruism_03,50,5,58909,4.0413818359375,0.9093454949354262,40,40,fair and
ultimatum_response,dose_altruism_03,50,6,36182,3.984375,0.0,40,40,linking words after punctuation
ultimatum_response,dose_altruism_03,50,7,18259,3.943359375,0.6555375364309216,40,40,"comparisons with ""than"""
ultimatum_response,dose_altruism_03,50,8,24356,3.9375,0.0,40,40,explaining a reason
ultimatum_response,dose_altruism_03,50,9,29461,3.921875,0.0,40,40,better financial offers
ultimatum_response,dose_altruism_03,50,10,238,3.90625,0.0,40,40,accept and its forms
ultimatum_response,dose_altruism_03,55,1,27146,4.93515625,1.4117321526757238,37,40,both parties' interests
ultimatum_response,dose_altruism_03,55,2,5107,4.715625,1.3511388425602304,37,40,result in outcomes
ultimatum_response,dose_altruism_03,55,3,26699,4.625,0.0,40,40,making a choice
ultimatum_response,dose_altruism_03,55,4,50689,4.5296875,0.031210913055449558,40,40,maximum limit payoff
ultimatum_response,dose_altruism_03,55,5,3578,4.20546875,1.1975905070018469,37,40,presence of any
ultimatum_response,dose_altruism_03,55,6,36182,4.04765625,0.015605456527554035,40,40,linking words after punctuation
ultimatum_response,dose_altruism_03,55,7,29461,4.023046875,0.07328670522069934,40,40,better financial offers
ultimatum_response,dose_altruism_03,55,8,14161,4.0171875,0.01554667870460355,40,40,significant impact or contribution
ultimatum_response,dose_altruism_03,55,9,24356,3.946484375,0.023408184791577684,40,40,explaining a reason
ultimatum_response,dose_altruism_03,55,10,238,3.890625,0.0,40,40,accept and its forms
ultimatum_response,dose_altruism_03,60,1,5107,4.775,0.3249999999999943,40,40,result in outcomes
ultimatum_response,dose_altruism_03,60,2,26699,4.625,0.0,40,40,making a choice
ultimatum_response,dose_altruism_03,60,3,50689,4.5,0.0,40,40,maximum limit payoff
ultimatum_response,dose_altruism_03,60,4,27146,4.25,2.125,32,40,both parties' interests
ultimatum_response,dose_altruism_03,60,5,29461,4.09375,0.0,40,40,better financial offers
ultimatum_response,dose_altruism_03,60,6,36182,4.0,0.0,40,40,linking words after punctuation
ultimatum_response,dose_altruism_03,60,7,14161,3.984375,0.0,40,40,significant impact or contribution
ultimatum_response,dose_altruism_03,60,8,24356,3.953125,0.0,40,40,explaining a reason
ultimatum_response,dose_altruism_03,60,9,238,3.90625,0.0,40,40,accept and its forms
ultimatum_response,dose_altruism_03,60,10,45326,3.71875,0.0,40,40,equal opportunity and representation
ultimatum_response,dose_altruism_03,65,1,27146,5.3125,0.0,40,40,both parties' interests
ultimatum_response,dose_altruism_03,65,2,5107,4.9375,0.0,40,40,result in outcomes
ultimatum_response,dose_altruism_03,65,3,26699,4.625,0.0,40,40,making a choice
ultimatum_response,dose_altruism_03,65,4,3578,4.53125,0.0,40,40,presence of any
ultimatum_response,dose_altruism_03,65,5,50689,4.5,0.0,40,40,maximum limit payoff
ultimatum_response,dose_altruism_03,65,6,29461,4.09375,0.0,40,40,better financial offers
ultimatum_response,dose_altruism_03,65,7,36182,4.03125,0.0,40,40,linking words after punctuation
ultimatum_response,dose_altruism_03,65,8,14161,3.984375,0.0,40,40,significant impact or contribution
ultimatum_response,dose_altruism_03,65,9,24356,3.953125,0.0,40,40,explaining a reason
ultimatum_response,dose_altruism_03,65,10,238,3.890625,0.0,40,40,accept and its forms
ultimatum_response,dose_altruism_03,70,1,26699,4.59375,0.0,40,40,making a choice
ultimatum_response,dose_altruism_03,70,2,50689,4.4421875,0.01646195898883672,40,40,maximum limit payoff
ultimatum_response,dose_altruism_03,70,3,60228,4.166796875,0.3573719227389137,40,40,"artificial intelligence, such as, due to"
ultimatum_response,dose_altruism_03,70,4,5107,4.165625,0.1819759170192482,40,40,result in outcomes
ultimatum_response,dose_altruism_03,70,5,19310,4.14453125,0.09418842795660239,40,40,rejected or denied
ultimatum_response,dose_altruism_03,70,6,29461,4.055078125,0.026375143475641113,40,40,better financial offers
ultimatum_response,dose_altruism_03,70,7,14161,4.00234375,0.00823097949458022,40,40,significant impact or contribution
ultimatum_response,dose_altruism_03,70,8,36182,3.998828125,0.004115489747182203,40,40,linking words after punctuation
ultimatum_response,dose_altruism_03,70,9,24356,3.9484375,0.016461958988890673,40,40,explaining a reason
ultimatum_response,dose_altruism_03,70,10,238,3.890625,0.0,40,40,accept and its forms
ultimatum_response,dose_altruism_03,75,1,26699,4.625,0.0,40,40,making a choice
ultimatum_response,dose_altruism_03,75,2,50689,4.41171875,0.13655347152648487,40,40,maximum limit payoff
ultimatum_response,dose_altruism_03,75,3,36182,4.02421875,0.016737722879337873,40,40,linking words after punctuation
ultimatum_response,dose_altruism_03,75,4,29461,4.01796875,0.0872450247059529,40,40,better financial offers
ultimatum_response,dose_altruism_03,75,5,24356,3.975,0.022316963839201183,40,40,explaining a reason
ultimatum_response,dose_altruism_03,75,6,238,3.890625,0.0,40,40,accept and its forms
ultimatum_response,dose_altruism_03,75,7,5107,3.871875,1.8110419782199965,33,40,result in outcomes
ultimatum_response,dose_altruism_03,75,8,19310,3.7640625,0.36416307623611266,40,40,rejected or denied
ultimatum_response,dose_altruism_03,75,9,60228,3.72421875,1.7385210508751217,39,40,"artificial intelligence, such as, due to"
ultimatum_response,dose_altruism_03,75,10,1617,3.419140625,0.10975867415714585,40,40,detecting still
ultimatum_response,dose_altruism_03,80,1,26699,4.625,0.0,40,40,making a choice
ultimatum_response,dose_altruism_03,80,2,50689,4.459375,0.029810600044336756,40,40,maximum limit payoff
ultimatum_response,dose_altruism_03,80,3,5107,4.35625,0.3162895232219979,40,40,result in outcomes
ultimatum_response,dose_altruism_03,80,4,19310,4.1171875,0.19933360659645427,40,40,rejected or denied
ultimatum_response,dose_altruism_03,80,5,14161,4.00078125,0.02235795003313339,40,40,significant impact or contribution
ultimatum_response,dose_altruism_03,80,6,29461,3.99921875,0.04673808128483664,40,40,better financial offers
ultimatum_response,dose_altruism_03,80,7,36182,3.99453125,0.007452650011084189,40,40,linking words after punctuation
ultimatum_response,dose_altruism_03,80,8,24356,3.94140625,0.03726325005534944,40,40,explaining a reason
ultimatum_response,dose_altruism_03,80,9,238,3.90625,0.0,40,40,accept and its forms
ultimatum_response,dose_altruism_03,80,10,45326,3.76171875,0.03726325005534944,40,40,equal opportunity and representation
ultimatum_response,dose_altruism_03,85,1,5107,6.00234375,0.01463671405900839,40,40,result in outcomes
ultimatum_response,dose_altruism_03,85,2,27146,5.4703125,0.009757809372308171,40,40,both parties' interests
ultimatum_response,dose_altruism_03,85,3,52111,4.81640625,0.010334966058846057,40,40,relatively followed by description
ultimatum_response,dose_altruism_03,85,4,26699,4.59375,0.0,40,40,making a choice
ultimatum_response,dose_altruism_03,85,5,3578,4.58046875,0.03755692294291693,40,40,presence of any
ultimatum_response,dose_altruism_03,85,6,50689,4.4453125,0.020669932117692115,40,40,maximum limit payoff
ultimatum_response,dose_altruism_03,85,7,14161,4.06640625,0.010334966058846057,40,40,significant impact or contribution
ultimatum_response,dose_altruism_03,85,8,36182,4.02734375,0.010334966058846057,40,40,linking words after punctuation
ultimatum_response,dose_altruism_03,85,9,24356,3.978515625,0.015502449088269086,40,40,explaining a reason
ultimatum_response,dose_altruism_03,85,10,238,3.90625,0.0,40,40,accept and its forms
ultimatum_response,dose_altruism_03,90,1,5107,6.0578125,0.016461958988944626,40,40,result in outcomes
ultimatum_response,dose_altruism_03,90,2,27146,5.5,0.0,40,40,both parties' interests
ultimatum_response,dose_altruism_03,90,3,52111,4.71875,0.0,40,40,relatively followed by description
ultimatum_response,dose_altruism_03,90,4,26699,4.59375,0.0,40,40,making a choice
ultimatum_response,dose_altruism_03,90,5,3578,4.5671875,0.016461958988728813,40,40,presence of any
ultimatum_response,dose_altruism_03,90,6,50689,4.4640625,0.016461958988944626,40,40,maximum limit payoff
ultimatum_response,dose_altruism_03,90,7,14161,4.0625,0.0,40,40,significant impact or contribution
ultimatum_response,dose_altruism_03,90,8,36182,4.00234375,0.00823097949458022,40,40,linking words after punctuation
ultimatum_response,dose_altruism_03,90,9,24356,3.921875,0.0,40,40,explaining a reason
ultimatum_response,dose_altruism_03,90,10,238,3.921875,0.0,40,40,accept and its forms
