record_type,mapping_status,old_goodfire_label,feature_index,evidence_method,source_root,source_file,paper_label_count_in_file,paper_labels_sample
candidate_file,candidate_rejected_no_same_object_mapping,,,co_located_label_and_index_text,release_repo,release_repo/data/processed/creativity/open_sae_response_only_frequency/open_sae_feature_activations.jsonl,2,"Descriptions of creative unconventional thinking, especially 'thinking outside the box' | Professional innovation and creative problem-solving"
candidate_file,candidate_rejected_no_same_object_mapping,,,co_located_label_and_index_text,release_repo,release_repo/data/processed/creativity/steering_provenance/steering_features.csv,2,"Descriptions of creative unconventional thinking, especially 'thinking outside the box' | Professional innovation and creative problem-solving"
candidate_file,candidate_rejected_no_same_object_mapping,,,co_located_label_and_index_text,release_repo,release_repo/data/processed/games/ultimatum/open_sae_full/open_sae_feature_activations.jsonl,1,Altruistic and selfless behavior or intentions
candidate_file,candidate_rejected_no_same_object_mapping,,,co_located_label_and_index_text,release_repo,release_repo/data/processed/paper_activation_git_history_audit.csv,18,Altruistic and selfless behavior or intentions | Character decision-making and multi-step action sequences in narratives | Connecting phrases and transitions when reformulating text | Descriptions of comfortable outdoor living spaces and backyard amenities | Descriptions of construction materials and building methods
candidate_file,candidate_rejected_no_same_object_mapping,,,co_located_label_and_index_text,release_repo,release_repo/reports/PAPER_ACTIVATION_GIT_HISTORY_AUDIT.md,18,Altruistic and selfless behavior or intentions | Character decision-making and multi-step action sequences in narratives | Connecting phrases and transitions when reformulating text | Descriptions of comfortable outdoor living spaces and backyard amenities | Descriptions of construction materials and building methods
candidate_file,candidate_rejected_no_same_object_mapping,,,co_located_label_and_index_text,release_repo,release_repo/scripts/audit_paper_activation_git_history.py,5,"Altruistic and selfless behavior or intentions | Descriptions of creative unconventional thinking, especially 'thinking outside the box' | Executing potentially risky operations that require caution | Professional innovation and creative problem-solving | Willing to take risks or make sacrifices for a goal"
candidate_file,candidate_rejected_no_same_object_mapping,,,co_located_label_and_index_text,release_repo,release_repo/tests/verify_release_artifacts.py,5,"Altruistic and selfless behavior or intentions | Descriptions of creative unconventional thinking, especially 'thinking outside the box' | Executing potentially risky operations that require caution | Professional innovation and creative problem-solving | Willing to take risks or make sacrifices for a goal"
exact_mapping_evidence,exact_feature_index_match,Altruistic and selfless behavior or intentions,31935,csv_model_controller,edsl,edsl/mech_interp_games/ultimatum_game/results_20251008_190257/ultimatum_steering_10.csv,,
exact_mapping_evidence,exact_feature_index_match,Altruistic and selfless behavior or intentions,31935,csv_model_controller,edsl,edsl/mech_interp_games/ultimatum_game/results_20251008_201139/ultimatum_steering_10.csv,,
exact_mapping_evidence,exact_feature_index_match,Altruistic and selfless behavior or intentions,31935,csv_model_controller,edsl,edsl/mech_interp_games/ultimatum_game/results_20251008_201139/ultimatum_steering_15.csv,,
exact_mapping_evidence,exact_feature_index_match,Altruistic and selfless behavior or intentions,31935,csv_model_controller,edsl,edsl/mech_interp_games/ultimatum_game/results_20251008_201139/ultimatum_steering_20.csv,,
exact_mapping_evidence,exact_feature_index_match,Altruistic and selfless behavior or intentions,31935,csv_model_controller,edsl,edsl/mech_interp_games/ultimatum_game/results_20251008_201139/ultimatum_steering_25.csv,,
exact_mapping_evidence,exact_feature_index_match,Altruistic and selfless behavior or intentions,31935,csv_model_controller,edsl,edsl/mech_interp_games/ultimatum_game/results_20251008_201139/ultimatum_steering_30.csv,,
exact_mapping_evidence,exact_feature_index_match,Altruistic and selfless behavior or intentions,31935,csv_model_controller,edsl,edsl/mech_interp_games/ultimatum_game/results_20251008_201139/ultimatum_steering_35.csv,,
exact_mapping_evidence,exact_feature_index_match,Altruistic and selfless behavior or intentions,31935,csv_model_controller,edsl,edsl/mech_interp_games/ultimatum_game/results_20251008_201139/ultimatum_steering_40.csv,,
exact_mapping_evidence,exact_feature_index_match,Altruistic and selfless behavior or intentions,31935,csv_model_controller,edsl,edsl/mech_interp_games/ultimatum_game/results_20251008_201139/ultimatum_steering_45.csv,,
exact_mapping_evidence,exact_feature_index_match,Altruistic and selfless behavior or intentions,31935,csv_model_controller,edsl,edsl/mech_interp_games/ultimatum_game/results_20251008_201139/ultimatum_steering_50.csv,,
exact_mapping_evidence,exact_feature_index_match,Altruistic and selfless behavior or intentions,31935,csv_model_controller,edsl,edsl/mech_interp_games/ultimatum_game/results_20251008_201139/ultimatum_steering_55.csv,,
exact_mapping_evidence,exact_feature_index_match,Altruistic and selfless behavior or intentions,31935,csv_model_controller,edsl,edsl/mech_interp_games/ultimatum_game/results_20251008_201139/ultimatum_steering_60.csv,,
exact_mapping_evidence,exact_feature_index_match,Altruistic and selfless behavior or intentions,31935,csv_model_controller,edsl,edsl/mech_interp_games/ultimatum_game/results_20251008_201139/ultimatum_steering_65.csv,,
exact_mapping_evidence,exact_feature_index_match,Altruistic and selfless behavior or intentions,31935,csv_model_controller,edsl,edsl/mech_interp_games/ultimatum_game/results_20251008_201139/ultimatum_steering_70.csv,,
exact_mapping_evidence,exact_feature_index_match,Altruistic and selfless behavior or intentions,31935,csv_model_controller,edsl,edsl/mech_interp_games/ultimatum_game/results_20251008_201139/ultimatum_steering_75.csv,,
exact_mapping_evidence,exact_feature_index_match,Altruistic and selfless behavior or intentions,31935,csv_model_controller,edsl,edsl/mech_interp_games/ultimatum_game/results_20251008_201139/ultimatum_steering_80.csv,,
exact_mapping_evidence,exact_feature_index_match,Altruistic and selfless behavior or intentions,31935,csv_model_controller,edsl,edsl/mech_interp_games/ultimatum_game/results_20251008_201139/ultimatum_steering_85.csv,,
exact_mapping_evidence,exact_feature_index_match,Altruistic and selfless behavior or intentions,31935,csv_model_controller,edsl,edsl/mech_interp_games/ultimatum_game/results_20251008_201139/ultimatum_steering_90.csv,,
exact_mapping_evidence,exact_feature_index_match,Altruistic and selfless behavior or intentions,31935,prose_label_index_pattern,edsl,edsl/neurips_paper_points.txt,,
exact_mapping_evidence,exact_feature_index_match,Altruistic and selfless behavior or intentions,31935,ipynb_source_ast_dict,edsl,edsl/ultimatum_game.ipynb,,
exact_mapping_evidence,exact_feature_index_match,Altruistic and selfless behavior or intentions,31935,csv_model_controller,release_repo,release_repo/data/raw/games/ultimatum/results_20251008_201139/ultimatum_steering_10.csv,,
exact_mapping_evidence,exact_feature_index_match,Altruistic and selfless behavior or intentions,31935,csv_model_controller,release_repo,release_repo/data/raw/games/ultimatum/results_20251008_201139/ultimatum_steering_15.csv,,
exact_mapping_evidence,exact_feature_index_match,Altruistic and selfless behavior or intentions,31935,csv_model_controller,release_repo,release_repo/data/raw/games/ultimatum/results_20251008_201139/ultimatum_steering_20.csv,,
exact_mapping_evidence,exact_feature_index_match,Altruistic and selfless behavior or intentions,31935,csv_model_controller,release_repo,release_repo/data/raw/games/ultimatum/results_20251008_201139/ultimatum_steering_25.csv,,
exact_mapping_evidence,exact_feature_index_match,Altruistic and selfless behavior or intentions,31935,csv_model_controller,release_repo,release_repo/data/raw/games/ultimatum/results_20251008_201139/ultimatum_steering_30.csv,,
exact_mapping_evidence,exact_feature_index_match,Altruistic and selfless behavior or intentions,31935,csv_model_controller,release_repo,release_repo/data/raw/games/ultimatum/results_20251008_201139/ultimatum_steering_35.csv,,
exact_mapping_evidence,exact_feature_index_match,Altruistic and selfless behavior or intentions,31935,csv_model_controller,release_repo,release_repo/data/raw/games/ultimatum/results_20251008_201139/ultimatum_steering_40.csv,,
exact_mapping_evidence,exact_feature_index_match,Altruistic and selfless behavior or intentions,31935,csv_model_controller,release_repo,release_repo/data/raw/games/ultimatum/results_20251008_201139/ultimatum_steering_45.csv,,
exact_mapping_evidence,exact_feature_index_match,Altruistic and selfless behavior or intentions,31935,csv_model_controller,release_repo,release_repo/data/raw/games/ultimatum/results_20251008_201139/ultimatum_steering_50.csv,,
exact_mapping_evidence,exact_feature_index_match,Altruistic and selfless behavior or intentions,31935,csv_model_controller,release_repo,release_repo/data/raw/games/ultimatum/results_20251008_201139/ultimatum_steering_55.csv,,
exact_mapping_evidence,exact_feature_index_match,Altruistic and selfless behavior or intentions,31935,csv_model_controller,release_repo,release_repo/data/raw/games/ultimatum/results_20251008_201139/ultimatum_steering_60.csv,,
exact_mapping_evidence,exact_feature_index_match,Altruistic and selfless behavior or intentions,31935,csv_model_controller,release_repo,release_repo/data/raw/games/ultimatum/results_20251008_201139/ultimatum_steering_65.csv,,
exact_mapping_evidence,exact_feature_index_match,Altruistic and selfless behavior or intentions,31935,csv_model_controller,release_repo,release_repo/data/raw/games/ultimatum/results_20251008_201139/ultimatum_steering_70.csv,,
exact_mapping_evidence,exact_feature_index_match,Altruistic and selfless behavior or intentions,31935,csv_model_controller,release_repo,release_repo/data/raw/games/ultimatum/results_20251008_201139/ultimatum_steering_75.csv,,
exact_mapping_evidence,exact_feature_index_match,Altruistic and selfless behavior or intentions,31935,csv_model_controller,release_repo,release_repo/data/raw/games/ultimatum/results_20251008_201139/ultimatum_steering_80.csv,,
exact_mapping_evidence,exact_feature_index_match,Altruistic and selfless behavior or intentions,31935,csv_model_controller,release_repo,release_repo/data/raw/games/ultimatum/results_20251008_201139/ultimatum_steering_85.csv,,
exact_mapping_evidence,exact_feature_index_match,Altruistic and selfless behavior or intentions,31935,csv_model_controller,release_repo,release_repo/data/raw/games/ultimatum/results_20251008_201139/ultimatum_steering_90.csv,,
exact_mapping_evidence,exact_feature_index_match,"Descriptions of creative unconventional thinking, especially 'thinking outside the box'",20117,ipynb_output_literal,edsl,edsl/Goodfire_cooperate_variant.ipynb,,
exact_mapping_evidence,exact_feature_index_match,"Descriptions of creative unconventional thinking, especially 'thinking outside the box'",20117,csv_model_controller,edsl,edsl/creativity_experiment/creativity_gpt5_open_sae_share_20260523/source_responses/high_steering.csv,,
exact_mapping_evidence,exact_feature_index_match,"Descriptions of creative unconventional thinking, especially 'thinking outside the box'",20117,csv_model_controller,edsl,edsl/creativity_experiment/product_innovation_20251016_223503/steering.csv,,
exact_mapping_evidence,exact_feature_index_match,"Descriptions of creative unconventional thinking, especially 'thinking outside the box'",20117,csv_model_controller,edsl,edsl/creativity_experiment/product_innovation_20251016_233847/high_steering.csv,,
exact_mapping_evidence,exact_feature_index_match,"Descriptions of creative unconventional thinking, especially 'thinking outside the box'",20117,csv_model_controller,edsl,edsl/creativity_experiment/product_innovation_20251016_233847/low_steering.csv,,
exact_mapping_evidence,exact_feature_index_match,"Descriptions of creative unconventional thinking, especially 'thinking outside the box'",20117,csv_model_controller,edsl,edsl/creativity_experiment/product_innovation_20251017_134502/high_steering.csv,,
exact_mapping_evidence,exact_feature_index_match,"Descriptions of creative unconventional thinking, especially 'thinking outside the box'",20117,csv_model_controller,edsl,edsl/creativity_experiment/product_innovation_20251017_134502/low_steering.csv,,
exact_mapping_evidence,exact_feature_index_match,"Descriptions of creative unconventional thinking, especially 'thinking outside the box'",20117,csv_model_controller,edsl,edsl/creativity_experiment/product_innovation_20251017_140811/high_steering.csv,,
exact_mapping_evidence,exact_feature_index_match,"Descriptions of creative unconventional thinking, especially 'thinking outside the box'",20117,csv_model_controller,edsl,edsl/creativity_experiment/product_innovation_20251017_140811/low_steering.csv,,
exact_mapping_evidence,exact_feature_index_match,"Descriptions of creative unconventional thinking, especially 'thinking outside the box'",20117,csv_model_controller,edsl,edsl/creativity_experiment/product_innovation_20251018_134755/high_steering.csv,,
exact_mapping_evidence,exact_feature_index_match,"Descriptions of creative unconventional thinking, especially 'thinking outside the box'",20117,csv_model_controller,edsl,edsl/creativity_experiment/product_innovation_20251018_134755/low_steering.csv,,
exact_mapping_evidence,exact_feature_index_match,"Descriptions of creative unconventional thinking, especially 'thinking outside the box'",20117,csv_model_controller,edsl,edsl/creativity_experiment/product_innovation_20251018_140154/high_steering.csv,,
exact_mapping_evidence,exact_feature_index_match,"Descriptions of creative unconventional thinking, especially 'thinking outside the box'",20117,csv_model_controller,edsl,edsl/creativity_experiment/product_innovation_20251018_140154/low_steering.csv,,
exact_mapping_evidence,exact_feature_index_match,"Descriptions of creative unconventional thinking, especially 'thinking outside the box'",20117,csv_model_controller,edsl,edsl/creativity_experiment/product_innovation_20251018_142224/high_steering.csv,,
exact_mapping_evidence,exact_feature_index_match,"Descriptions of creative unconventional thinking, especially 'thinking outside the box'",20117,csv_model_controller,edsl,edsl/creativity_experiment/product_innovation_20251018_142224/low_steering.csv,,
exact_mapping_evidence,exact_feature_index_match,"Descriptions of creative unconventional thinking, especially 'thinking outside the box'",20117,csv_model_controller,edsl,edsl/creativity_experiment/product_innovation_20251018_143619/high_steering.csv,,
exact_mapping_evidence,exact_feature_index_match,"Descriptions of creative unconventional thinking, especially 'thinking outside the box'",20117,csv_model_controller,edsl,edsl/creativity_experiment/product_innovation_20251018_143619/low_steering.csv,,
exact_mapping_evidence,exact_feature_index_match,"Descriptions of creative unconventional thinking, especially 'thinking outside the box'",20117,csv_model_controller,edsl,edsl/creativity_experiment/product_innovation_20251018_203933/high_steering.csv,,
exact_mapping_evidence,exact_feature_index_match,"Descriptions of creative unconventional thinking, especially 'thinking outside the box'",20117,csv_model_controller,edsl,edsl/creativity_experiment/product_innovation_20251018_203933/low_steering.csv,,
exact_mapping_evidence,exact_feature_index_match,"Descriptions of creative unconventional thinking, especially 'thinking outside the box'",20117,csv_model_controller,edsl,edsl/creativity_experiment/product_innovation_20251018_205341/high_steering.csv,,
exact_mapping_evidence,exact_feature_index_match,"Descriptions of creative unconventional thinking, especially 'thinking outside the box'",20117,csv_model_controller,edsl,edsl/creativity_experiment/product_innovation_20251018_205341/low_steering.csv,,
exact_mapping_evidence,exact_feature_index_match,"Descriptions of creative unconventional thinking, especially 'thinking outside the box'",20117,csv_model_controller,edsl,edsl/creativity_experiment/product_innovation_20251018_205939/high_steering.csv,,
exact_mapping_evidence,exact_feature_index_match,"Descriptions of creative unconventional thinking, especially 'thinking outside the box'",20117,csv_model_controller,edsl,edsl/creativity_experiment/product_innovation_20251018_205939/low_steering.csv,,
exact_mapping_evidence,exact_feature_index_match,"Descriptions of creative unconventional thinking, especially 'thinking outside the box'",20117,csv_model_controller,edsl,edsl/creativity_experiment/product_innovation_20251018_211457/high_steering.csv,,
exact_mapping_evidence,exact_feature_index_match,"Descriptions of creative unconventional thinking, especially 'thinking outside the box'",20117,csv_model_controller,edsl,edsl/creativity_experiment/product_innovation_20251018_211457/low_steering.csv,,
exact_mapping_evidence,exact_feature_index_match,"Descriptions of creative unconventional thinking, especially 'thinking outside the box'",20117,csv_model_controller,edsl,edsl/creativity_experiment/product_innovation_20251018_232728/high_steering.csv,,
exact_mapping_evidence,exact_feature_index_match,"Descriptions of creative unconventional thinking, especially 'thinking outside the box'",20117,csv_model_controller,edsl,edsl/creativity_experiment/product_innovation_20251018_232728/low_steering.csv,,
exact_mapping_evidence,exact_feature_index_match,"Descriptions of creative unconventional thinking, especially 'thinking outside the box'",20117,csv_model_controller,edsl,edsl/creativity_experiment/product_innovation_20251018_233247/high_steering.csv,,
exact_mapping_evidence,exact_feature_index_match,"Descriptions of creative unconventional thinking, especially 'thinking outside the box'",20117,csv_model_controller,edsl,edsl/creativity_experiment/product_innovation_20251018_233247/low_steering.csv,,
exact_mapping_evidence,exact_feature_index_match,"Descriptions of creative unconventional thinking, especially 'thinking outside the box'",20117,csv_model_controller,edsl,edsl/creativity_experiment/product_innovation_20251018_234109/high_steering.csv,,
exact_mapping_evidence,exact_feature_index_match,"Descriptions of creative unconventional thinking, especially 'thinking outside the box'",20117,csv_model_controller,edsl,edsl/creativity_experiment/product_innovation_20251018_234109/low_steering.csv,,
exact_mapping_evidence,exact_feature_index_match,"Descriptions of creative unconventional thinking, especially 'thinking outside the box'",20117,csv_model_controller,edsl,edsl/creativity_experiment/product_innovation_20251019_001639/high_steering.csv,,
exact_mapping_evidence,exact_feature_index_match,"Descriptions of creative unconventional thinking, especially 'thinking outside the box'",20117,csv_model_controller,edsl,edsl/creativity_experiment/product_innovation_20251019_001639/low_steering.csv,,
exact_mapping_evidence,exact_feature_index_match,"Descriptions of creative unconventional thinking, especially 'thinking outside the box'",20117,csv_model_controller,edsl,edsl/creativity_experiment/product_innovation_20251019_114937/high_steering.csv,,
exact_mapping_evidence,exact_feature_index_match,"Descriptions of creative unconventional thinking, especially 'thinking outside the box'",20117,csv_model_controller,edsl,edsl/creativity_experiment/product_innovation_20251019_114937/low_steering.csv,,
exact_mapping_evidence,exact_feature_index_match,"Descriptions of creative unconventional thinking, especially 'thinking outside the box'",20117,csv_model_controller,edsl,edsl/creativity_experiment/product_innovation_20251019_121756/high_steering.csv,,
exact_mapping_evidence,exact_feature_index_match,"Descriptions of creative unconventional thinking, especially 'thinking outside the box'",20117,csv_model_controller,edsl,edsl/creativity_experiment/product_innovation_20251019_122923/high_steering.csv,,
exact_mapping_evidence,exact_feature_index_match,"Descriptions of creative unconventional thinking, especially 'thinking outside the box'",20117,csv_model_controller,edsl,edsl/creativity_experiment/product_innovation_20251019_123525/high_steering.csv,,
exact_mapping_evidence,exact_feature_index_match,"Descriptions of creative unconventional thinking, especially 'thinking outside the box'",20117,csv_model_controller,edsl,edsl/creativity_experiment/product_innovation_20251019_124132/high_steering.csv,,
exact_mapping_evidence,exact_feature_index_match,"Descriptions of creative unconventional thinking, especially 'thinking outside the box'",20117,csv_model_controller,edsl,edsl/creativity_experiment/product_innovation_20251019_124555/high_steering.csv,,
exact_mapping_evidence,exact_feature_index_match,"Descriptions of creative unconventional thinking, especially 'thinking outside the box'",20117,csv_model_controller,edsl,edsl/creativity_experiment/product_innovation_20251019_125505/high_steering.csv,,
exact_mapping_evidence,exact_feature_index_match,"Descriptions of creative unconventional thinking, especially 'thinking outside the box'",20117,csv_model_controller,edsl,edsl/creativity_experiment/product_innovation_20251019_130114/high_steering.csv,,
exact_mapping_evidence,exact_feature_index_match,"Descriptions of creative unconventional thinking, especially 'thinking outside the box'",20117,csv_model_controller,edsl,edsl/creativity_experiment/product_innovation_20251019_130514/high_steering.csv,,
exact_mapping_evidence,exact_feature_index_match,"Descriptions of creative unconventional thinking, especially 'thinking outside the box'",20117,csv_model_controller,edsl,edsl/creativity_experiment/product_innovation_20251019_130845/high_steering.csv,,
exact_mapping_evidence,exact_feature_index_match,"Descriptions of creative unconventional thinking, especially 'thinking outside the box'",20117,csv_model_controller,edsl,edsl/creativity_experiment/product_innovation_20251019_131426/high_steering.csv,,
exact_mapping_evidence,exact_feature_index_match,"Descriptions of creative unconventional thinking, especially 'thinking outside the box'",20117,csv_model_controller,edsl,edsl/creativity_experiment/product_innovation_20251019_132317/high_steering.csv,,
exact_mapping_evidence,exact_feature_index_match,"Descriptions of creative unconventional thinking, especially 'thinking outside the box'",20117,csv_model_controller,edsl,edsl/creativity_experiment/product_innovation_20251019_132749/high_steering.csv,,
exact_mapping_evidence,exact_feature_index_match,"Descriptions of creative unconventional thinking, especially 'thinking outside the box'",20117,csv_model_controller,edsl,edsl/creativity_experiment/product_innovation_20251019_133504/high_steering.csv,,
exact_mapping_evidence,exact_feature_index_match,"Descriptions of creative unconventional thinking, especially 'thinking outside the box'",20117,csv_model_controller,edsl,edsl/creativity_experiment/product_innovation_20251019_140232/high_steering.csv,,
exact_mapping_evidence,exact_feature_index_match,"Descriptions of creative unconventional thinking, especially 'thinking outside the box'",20117,csv_model_controller,edsl,edsl/creativity_experiment/product_innovation_20251019_140857/high_steering.csv,,
exact_mapping_evidence,exact_feature_index_match,"Descriptions of creative unconventional thinking, especially 'thinking outside the box'",20117,csv_model_controller,edsl,edsl/creativity_experiment/product_innovation_20251019_142640/high_steering.csv,,
exact_mapping_evidence,exact_feature_index_match,"Descriptions of creative unconventional thinking, especially 'thinking outside the box'",20117,csv_model_controller,edsl,edsl/creativity_experiment/product_innovation_20251019_143545/high_steering.csv,,
exact_mapping_evidence,exact_feature_index_match,"Descriptions of creative unconventional thinking, especially 'thinking outside the box'",20117,csv_model_controller,edsl,edsl/creativity_experiment/product_innovation_20251102_153821/high_steering.csv,,
exact_mapping_evidence,exact_feature_index_match,"Descriptions of creative unconventional thinking, especially 'thinking outside the box'",20117,csv_model_controller,edsl,edsl/creativity_experiment/product_innovation_20251102_164429/high_steering.csv,,
exact_mapping_evidence,exact_feature_index_match,"Descriptions of creative unconventional thinking, especially 'thinking outside the box'",20117,csv_model_controller,edsl,edsl/creativity_experiment/product_innovation_20251102_171324/high_steering.csv,,
exact_mapping_evidence,exact_feature_index_match,"Descriptions of creative unconventional thinking, especially 'thinking outside the box'",20117,csv_model_controller,edsl,edsl/creativity_experiment/product_innovation_20251102_172605/high_steering.csv,,
exact_mapping_evidence,exact_feature_index_match,"Descriptions of creative unconventional thinking, especially 'thinking outside the box'",20117,csv_model_controller,edsl,edsl/creativity_experiment/product_innovation_20251102_180100/high_steering.csv,,
exact_mapping_evidence,exact_feature_index_match,"Descriptions of creative unconventional thinking, especially 'thinking outside the box'",20117,csv_model_controller,edsl,edsl/creativity_experiment/product_innovation_20251102_202650/high_steering.csv,,
exact_mapping_evidence,exact_feature_index_match,"Descriptions of creative unconventional thinking, especially 'thinking outside the box'",20117,ipynb_source_ast_dict,edsl,edsl/creativity_experiment/torrance_gpt55_eval_share_20260520/creativity_torrance_test_gpt55_torrance_eval.ipynb,,
exact_mapping_evidence,exact_feature_index_match,"Descriptions of creative unconventional thinking, especially 'thinking outside the box'",20117,ipynb_source_ast_dict,edsl,edsl/creativity_experiment/torrance_gpt5_eval_share_20260521/creativity_torrance_test_gpt5_torrance_eval.ipynb,,
exact_mapping_evidence,exact_feature_index_match,"Descriptions of creative unconventional thinking, especially 'thinking outside the box'",20117,ipynb_source_ast_dict,edsl,edsl/creativity_torrance_test.ipynb,,
exact_mapping_evidence,exact_feature_index_match,"Descriptions of creative unconventional thinking, especially 'thinking outside the box'",20117,ipynb_source_ast_dict,edsl,edsl/creativity_torrance_test_gpt55_torrance_eval.ipynb,,
exact_mapping_evidence,exact_feature_index_match,"Descriptions of creative unconventional thinking, especially 'thinking outside the box'",20117,ipynb_source_ast_dict,edsl,edsl/creativity_torrance_test_gpt5_torrance_eval.ipynb,,
exact_mapping_evidence,exact_feature_index_match,"Descriptions of creative unconventional thinking, especially 'thinking outside the box'",20117,csv_model_controller,edsl,edsl/open_sae_ablation_release_20260523/creativity_experiment/product_innovation_20251102_202650/high_steering.csv,,
exact_mapping_evidence,exact_feature_index_match,"Descriptions of creative unconventional thinking, especially 'thinking outside the box'",20117,csv_model_controller,release_repo,release_repo/data/raw/creativity/product_innovation_20251102_202650/high_steering.csv,,
exact_mapping_evidence,exact_feature_index_match,Executing potentially risky operations that require caution,4237,csv_model_controller,edsl,edsl/mech_interp_games/safe_risky_choice/results/safe_risky_baseline_100.csv,,
exact_mapping_evidence,exact_feature_index_match,Executing potentially risky operations that require caution,4237,csv_model_controller,edsl,edsl/mech_interp_games/safe_risky_choice/results/safe_risky_baseline_105.csv,,
exact_mapping_evidence,exact_feature_index_match,Executing potentially risky operations that require caution,4237,csv_model_controller,edsl,edsl/mech_interp_games/safe_risky_choice/results/safe_risky_baseline_110.csv,,
exact_mapping_evidence,exact_feature_index_match,Executing potentially risky operations that require caution,4237,csv_model_controller,edsl,edsl/mech_interp_games/safe_risky_choice/results/safe_risky_baseline_115.csv,,
exact_mapping_evidence,exact_feature_index_match,Executing potentially risky operations that require caution,4237,csv_model_controller,edsl,edsl/mech_interp_games/safe_risky_choice/results/safe_risky_baseline_120.csv,,
exact_mapping_evidence,exact_feature_index_match,Executing potentially risky operations that require caution,4237,csv_model_controller,edsl,edsl/mech_interp_games/safe_risky_choice/results/safe_risky_baseline_125.csv,,
