task,condition,feature_index,mean_activation,std_activation,nonzero_count,n_response_units,feature_label
detailed_ways_to_use_a_brick,baseline,52498,80.475,9.552453873220285,40,40,rich and heavy description
detailed_ways_to_use_a_brick,baseline,3788,76.9,12.511594622589042,40,40,as a reference or second
detailed_ways_to_use_a_brick,baseline,11847,76.225,27.405736169641585,40,40,repurposing old items
detailed_ways_to_use_a_brick,baseline,57701,75.725,13.939131070479268,40,40,"skills, experience, parenting"
detailed_ways_to_use_a_brick,baseline,25483,74.15,9.822296065584617,40,40,purposes like landscaping or storage
detailed_ways_to_use_a_brick,baseline,7788,72.2,9.214662229295215,40,40,purpose and usage
detailed_ways_to_use_a_brick,baseline,24366,69.2,13.51147660324361,40,40,acidic soil and containers
detailed_ways_to_use_a_brick,baseline,29215,68.75,32.46209327816061,40,40,Americans sell digital products
detailed_ways_to_use_a_brick,baseline,48086,66.475,15.633277807293034,40,40,horizontal or level
detailed_ways_to_use_a_brick,baseline,32912,64.35,33.858935305174626,40,40,Indian cities and names
detailed_ways_to_use_a_brick,baseline,44930,63.7,8.527015890685272,40,40,listing examples or purposes
detailed_ways_to_use_a_brick,baseline,54084,62.7,9.330594836343474,40,40,helpful and respectful responses
detailed_ways_to_use_a_brick,baseline,26920,62.05,7.69399116193931,40,40,listing attributes and qualities
detailed_ways_to_use_a_brick,baseline,4544,62.05,13.749454534635188,40,40,adjustable legs for storage
detailed_ways_to_use_a_brick,baseline,64503,61.35,12.189237055697944,40,40,quality illustration
detailed_ways_to_use_a_brick,baseline,20333,60.275,18.29888999365809,40,40,adding value
detailed_ways_to_use_a_brick,baseline,37770,60.225,9.07327807355201,40,40,device or equipment type
detailed_ways_to_use_a_brick,baseline,38481,60.175,14.744299746003549,40,40,"metal art, improved insulation, sentence structure, plates, up/down, substance abuse"
detailed_ways_to_use_a_brick,baseline,61095,59.2,15.169377047196093,40,40,ceramic objects
detailed_ways_to_use_a_brick,baseline,6298,59.025,11.50540633789176,40,40,"set clear, assign them, identify the"
detailed_ways_to_use_a_brick,baseline,35057,58.925,32.817973353027156,40,40,easy DIY projects
detailed_ways_to_use_a_brick,baseline,51381,57.525,8.426112686167942,40,40,"tramples, crushes, humiliates"
detailed_ways_to_use_a_brick,baseline,61654,56.725,19.313191735184525,40,40,use and employment
detailed_ways_to_use_a_brick,baseline,54479,56.725,14.62188000908228,40,40,protection and blocking
detailed_ways_to_use_a_brick,baseline,30705,56.45,7.5595965500812,40,40,discussion of drawbacks and considerations
detailed_ways_to_use_a_brick,baseline,51884,55.65,16.71010173517805,40,40,from virtual to detect providing support
detailed_ways_to_use_a_brick,baseline,21233,54.825,11.008831681881578,40,40,"provide power, shade, oxygen, volume, input, support"
detailed_ways_to_use_a_brick,baseline,58184,54.35,7.478469094674376,40,40,versatile ingredient preparation
detailed_ways_to_use_a_brick,baseline,61325,53.125,8.170641039722653,40,40,building structures and infrastructure
detailed_ways_to_use_a_brick,baseline,20060,51.85,18.646112195307627,40,40,cutting metal sheets and pipes
detailed_ways_to_use_a_brick,baseline,15715,50.55,14.602996267889697,40,40,but followed by descriptions of state or action
detailed_ways_to_use_a_brick,baseline,48239,50.075,5.968196963907924,40,40,"JavaScript, VB.NET, HTML, CSS"
detailed_ways_to_use_a_brick,baseline,18816,49.975,13.650068681145882,40,40,building construction materials
detailed_ways_to_use_a_brick,baseline,5824,49.4,19.781051539288814,40,40,fix arm insert in/on/together
detailed_ways_to_use_a_brick,baseline,990,49.0,10.433120338613943,40,40,dirt roads and paths
detailed_ways_to_use_a_brick,baseline,22170,48.825,12.656791655075926,40,40,common uses and applications
detailed_ways_to_use_a_brick,baseline,32453,48.375,8.199657005021612,40,40,actions after 'to'
detailed_ways_to_use_a_brick,baseline,58625,48.175,9.851110343509527,40,40,holding or storing items
detailed_ways_to_use_a_brick,baseline,37016,47.8,17.800561788887453,40,40,compressive strength of concrete
detailed_ways_to_use_a_brick,baseline,52086,47.45,9.738968117824385,40,40,"how obscure, a type, different things"
detailed_ways_to_use_a_brick,baseline,44653,47.325,8.418395037060197,40,40,"disrupt the, for its, is thrown"
detailed_ways_to_use_a_brick,baseline,1752,47.125,19.214821753011396,40,40,decision and action
detailed_ways_to_use_a_brick,baseline,2815,47.025,7.055095676176189,40,40,"used conceptually, like in examples"
detailed_ways_to_use_a_brick,baseline,38885,46.9,5.228766584960563,40,40,objects and weapons
detailed_ways_to_use_a_brick,baseline,48498,46.65,11.96150074196379,40,40,dirt construction ease
detailed_ways_to_use_a_brick,baseline,23653,46.45,8.848587457894038,40,40,strive for greatness; established in
detailed_ways_to_use_a_brick,baseline,51563,46.075,9.474670178956092,40,40,bromo compounds
detailed_ways_to_use_a_brick,baseline,41866,45.05,12.505898608256835,40,40,bonfire and campfire
detailed_ways_to_use_a_brick,baseline,45359,45.05,11.451964896907441,40,40,listing resistances and durability
detailed_ways_to_use_a_brick,baseline,60041,44.8,11.256553646654035,40,40,"surreal, curious, gentle descriptions"
detailed_ways_to_use_a_brick,baseline,35484,44.625,10.981091703469192,40,40,bobinas transformador gerador
detailed_ways_to_use_a_brick,baseline,37109,44.575,5.181155759094673,40,40,building settlements and cities
detailed_ways_to_use_a_brick,baseline,17837,44.55,4.758938957372774,40,40,"activities, decisions, sales"
detailed_ways_to_use_a_brick,baseline,17735,44.55,18.53098756137946,40,40,holding and restraining
detailed_ways_to_use_a_brick,baseline,22803,43.75,7.75806032459145,40,40,listing features or components
detailed_ways_to_use_a_brick,baseline,42780,43.325,9.796396020986489,40,40,can make wonderful
detailed_ways_to_use_a_brick,baseline,38433,43.275,10.183289006995734,40,40,state or position
detailed_ways_to_use_a_brick,baseline,59446,43.275,12.159332835316263,40,40,"side table, desk organiser"
detailed_ways_to_use_a_brick,baseline,58984,42.6,11.473447607410767,40,40,"a lot of functionality, finishing stroke, sophisticated flavor"
detailed_ways_to_use_a_brick,baseline,30682,42.45,11.047511031902149,40,40,uncontested divorce lawyer
detailed_ways_to_use_a_brick,baseline,16730,42.4,14.076221083799448,40,40,support structural components
detailed_ways_to_use_a_brick,baseline,15356,41.6,7.835177087979561,40,40,vaccine manufacturing in spanish
detailed_ways_to_use_a_brick,baseline,24875,41.275,5.186460739271068,40,40,build and run applications
detailed_ways_to_use_a_brick,baseline,36184,41.175,5.6872115311460085,40,40,new words and concepts
detailed_ways_to_use_a_brick,baseline,41644,41.15,13.114019216090846,40,40,"that introduced, which is, can refer"
detailed_ways_to_use_a_brick,baseline,11424,41.1,3.2465366161495797,40,40,"packet sent, compression of, sensor behavior"
detailed_ways_to_use_a_brick,baseline,16842,40.4,6.571909920259106,40,40,code easier to read
detailed_ways_to_use_a_brick,baseline,46241,40.25,4.715665382530863,40,40,"EVCS, IT, armrests, doors"
detailed_ways_to_use_a_brick,baseline,23693,40.225,7.474916387492229,40,40,places or things
detailed_ways_to_use_a_brick,baseline,23170,40.1,19.10601999370878,40,40,red lipstick and curls
detailed_ways_to_use_a_brick,baseline,57292,39.875,9.415910736620221,40,40,good choice or option
detailed_ways_to_use_a_brick,baseline,22878,39.775,12.350075910697885,40,40,simple and contented life
detailed_ways_to_use_a_brick,baseline,48509,39.7,14.873130134574895,40,40,home repair and gardening
detailed_ways_to_use_a_brick,baseline,42148,39.675,18.156799690474102,40,40,create engaging or build a
detailed_ways_to_use_a_brick,baseline,23157,39.55,15.23474646983008,40,40,articles followed by nouns
detailed_ways_to_use_a_brick,baseline,11944,39.525,3.6262066957083667,40,40,"blog about, mug with, role of"
detailed_ways_to_use_a_brick,baseline,59854,39.3,7.814089838234532,40,40,verb followed by preposition or determiner
detailed_ways_to_use_a_brick,baseline,16987,39.3,9.325234581499828,40,40,their role
detailed_ways_to_use_a_brick,baseline,3317,39.3,10.030453628824578,40,40,choice for businesses
detailed_ways_to_use_a_brick,baseline,3337,38.425,10.0072161463616,40,40,using heavy weights or TRX
detailed_ways_to_use_a_brick,baseline,56711,38.25,11.665654718017334,40,40,by walls or fences
detailed_ways_to_use_a_brick,baseline,24454,38.25,8.20289583013218,40,40,ingredient due to
detailed_ways_to_use_a_brick,baseline,2294,38.175,8.963502384670857,40,40,make life easier
detailed_ways_to_use_a_brick,baseline,15109,37.9,14.388884598883966,40,40,'re together
detailed_ways_to_use_a_brick,baseline,55224,37.725,10.830483599544381,40,40,"cut, fold, staple, Crack, Hold, place"
detailed_ways_to_use_a_brick,baseline,7622,37.525,3.42043491386697,40,40,is determined
detailed_ways_to_use_a_brick,baseline,25495,37.375,8.85914075968996,40,40,crucial component
detailed_ways_to_use_a_brick,baseline,40737,37.175,17.018941653346143,40,40,landing outcomes
detailed_ways_to_use_a_brick,baseline,30632,36.85,7.521801645882446,40,40,harder and resilient
detailed_ways_to_use_a_brick,baseline,22445,36.8,7.430343195303987,40,40,my/your daily/activity
detailed_ways_to_use_a_brick,baseline,52758,36.6,7.806407624509485,40,40,provide a complete federal case
detailed_ways_to_use_a_brick,baseline,2063,36.575,7.456163557755416,40,40,verbs following common pronouns/prepositions
detailed_ways_to_use_a_brick,baseline,35658,36.375,7.591730698595683,40,40,how can assessment data be used
detailed_ways_to_use_a_brick,baseline,37489,36.325,14.077264471480236,40,40,"a disused, an underground, a brick"
detailed_ways_to_use_a_brick,baseline,31484,36.15,11.759145377109679,40,40,to contain
detailed_ways_to_use_a_brick,baseline,51364,35.9,12.634872377669673,40,40,"for bright, their deep"
detailed_ways_to_use_a_brick,baseline,53451,35.65,5.116395215383582,40,40,determiner followed by noun/adjective
detailed_ways_to_use_a_brick,baseline,53363,35.35,4.216337273036862,40,40,Conscious Leadership development domains
detailed_ways_to_use_a_brick,baseline,23886,35.325,10.015956020270846,40,40,create a
detailed_ways_to_use_a_brick,baseline,51295,35.0,12.918978287774932,40,40,stating conditions under load
detailed_ways_to_use_a_brick,baseline,13142,35.0,17.146428199482248,40,40,creative acts and originality
detailed_ways_to_use_a_brick,baseline,21512,34.7,5.736723803705374,40,40,abstract qualities and states
detailed_ways_to_use_a_brick,baseline,4047,34.575,9.664076520806313,40,40,pursuing currently
detailed_ways_to_use_a_brick,baseline,27313,34.5,18.281137820168635,40,40,object size and shape descriptors
detailed_ways_to_use_a_brick,baseline,946,34.425,7.987138098217669,40,40,border or outline
detailed_ways_to_use_a_brick,baseline,37544,34.35,3.718534657630593,40,40,turkish characters and phrases
detailed_ways_to_use_a_brick,baseline,26941,34.275,18.60509002934412,40,40,x / y or configure
detailed_ways_to_use_a_brick,baseline,54241,34.2,9.171150418567995,40,40,common phrase continuations
detailed_ways_to_use_a_brick,baseline,1255,34.175,7.2762885456804325,40,40,outdoor watering
detailed_ways_to_use_a_brick,baseline,36838,34.15,10.026340309405029,40,40,product categories and accessories
detailed_ways_to_use_a_brick,baseline,64023,34.05,7.186619511286238,40,40,has two
detailed_ways_to_use_a_brick,baseline,58328,33.975,18.495252769291906,40,40,"warm, inviting decor, functionality, ambiance"
detailed_ways_to_use_a_brick,baseline,64102,33.875,7.543830260550668,40,40,`.` or `il resto`
detailed_ways_to_use_a_brick,baseline,51658,33.8,7.092954250522146,40,40,heating element diameter evenly
detailed_ways_to_use_a_brick,baseline,12986,33.6,7.68049477572897,40,40,"active ingredients, prototypes, e-commerce, neural networks, energy conservation"
detailed_ways_to_use_a_brick,baseline,11912,33.2,3.6551333764993683,40,40,punctuation followed by introductory phrases
detailed_ways_to_use_a_brick,baseline,32306,33.175,6.163957738336646,40,40,feet flat
detailed_ways_to_use_a_brick,baseline,20888,33.15,20.7250452351738,40,40,creating un blog
detailed_ways_to_use_a_brick,baseline,27547,33.025,12.301397278358257,40,40,texto em suas buscas
detailed_ways_to_use_a_brick,baseline,43781,32.8,6.637770710110449,40,40,considering stability factors
detailed_ways_to_use_a_brick,baseline,60627,32.65,8.409964328105096,40,40,"to specialized, to gain, and its"
detailed_ways_to_use_a_brick,baseline,54683,32.325,5.798221710145275,40,40,punctuation or preposition follows
detailed_ways_to_use_a_brick,baseline,55550,32.25,2.6339134382131846,40,40,end of phrases
detailed_ways_to_use_a_brick,baseline,2461,32.15,10.683047318064263,40,40,specific continuations after certain words
detailed_ways_to_use_a_brick,baseline,51842,32.125,6.356836870645648,40,40,comfortable material
detailed_ways_to_use_a_brick,baseline,44154,31.975,5.212904660551538,40,40,to use
detailed_ways_to_use_a_brick,baseline,50648,31.825,9.557425123954674,40,40,school Tuesday
detailed_ways_to_use_a_brick,baseline,23188,31.575,7.300299651384194,40,40,"not to say, as a, enters"
detailed_ways_to_use_a_brick,baseline,34428,31.425,2.654124149319309,40,40,"energy, routes, manager, humidity, sunshine"
detailed_ways_to_use_a_brick,baseline,52698,31.3,10.630616162763097,40,40,biological and descriptive concepts
detailed_ways_to_use_a_brick,baseline,44897,31.25,9.45449628483718,40,40,table with cup or books
detailed_ways_to_use_a_brick,baseline,63681,31.075,13.0774376312793,40,40,states and progress
detailed_ways_to_use_a_brick,baseline,51602,31.025,11.448771768185443,40,40,"organizations, resources, benefits"
detailed_ways_to_use_a_brick,baseline,5267,31.0,5.215361924162123,40,40,"videos based onlength, comingdetails?ãģ¾ãģĻãĢĤ(customer? God totape |"
detailed_ways_to_use_a_brick,baseline,63396,30.425,4.867686822300704,40,40,"discovers she, system that"
detailed_ways_to_use_a_brick,baseline,160,30.275,12.109887489155296,40,40,such as bypass
detailed_ways_to_use_a_brick,baseline,51069,30.15,9.670961689511547,40,40,practical leather armor
detailed_ways_to_use_a_brick,baseline,55115,29.875,6.649013084661514,40,40,JupyterLab using
detailed_ways_to_use_a_brick,baseline,37972,29.8,5.418486873657617,40,40,small sticks and wood
detailed_ways_to_use_a_brick,baseline,28401,29.7,14.705781176122539,40,40,object resting on table
detailed_ways_to_use_a_brick,baseline,52103,29.6,11.510430052782558,40,40,"dependencies, measurement, units"
detailed_ways_to_use_a_brick,baseline,49306,29.45,4.999749993749682,40,40,arranged or connected
detailed_ways_to_use_a_brick,baseline,31297,29.425,9.159387261165453,40,40,floor and office
detailed_ways_to_use_a_brick,baseline,13483,29.4,3.935733730830901,40,40,"stealth techniques, intense heat, treatment"
detailed_ways_to_use_a_brick,baseline,53172,29.25,6.2679741543819425,40,40,managing administrative tasks
detailed_ways_to_use_a_brick,baseline,8928,29.225,5.636876351313727,40,40,adventures and survival scenarios
detailed_ways_to_use_a_brick,baseline,2093,29.2,9.061456836513653,40,40,GPS signals
detailed_ways_to_use_a_brick,baseline,11116,29.15,6.239190652640774,40,40,"assistant, format, dictionary"
detailed_ways_to_use_a_brick,baseline,7089,29.0,4.5497252664309356,40,40,act as or help
detailed_ways_to_use_a_brick,baseline,61605,28.95,9.733832749744577,40,40,"local gardening club, the garden's inhabitants"
detailed_ways_to_use_a_brick,baseline,43525,28.9,3.2155870381627105,40,40,"""is called"" followed by quotes"
detailed_ways_to_use_a_brick,baseline,17751,28.85,4.75157868502668,40,40,feet properties and types
detailed_ways_to_use_a_brick,baseline,61060,28.85,8.433712112705765,40,40,receptor and academy
detailed_ways_to_use_a_brick,baseline,17102,28.775,5.2368287159310505,40,40,mass murder
detailed_ways_to_use_a_brick,baseline,43676,28.575,7.26941366273787,40,40,used as a component
detailed_ways_to_use_a_brick,baseline,57521,28.575,14.38382337906024,39,40,which is carefully designed
detailed_ways_to_use_a_brick,baseline,13331,28.525,6.8956054846547055,40,40,web development
detailed_ways_to_use_a_brick,baseline,18489,28.475,21.197862510168328,40,40,unique custom gifts
detailed_ways_to_use_a_brick,baseline,5121,28.45,8.154599928874504,40,40,"or opinions, for organizations, other types"
detailed_ways_to_use_a_brick,baseline,9092,28.375,6.118363751853925,40,40,unique designs
detailed_ways_to_use_a_brick,baseline,145,28.225,5.312661762243094,40,40,X or Y conjunction
detailed_ways_to_use_a_brick,baseline,18875,28.225,12.989394712610741,40,40,"improve cardiovascular, build muscle, reduce dependence"
detailed_ways_to_use_a_brick,baseline,4115,28.225,7.083387254696721,40,40,GTX cards or dissolved honey
detailed_ways_to_use_a_brick,baseline,58173,28.025,10.548666977395774,40,40,complex precise shapes
detailed_ways_to_use_a_brick,baseline,31914,28.025,3.8241829192652514,40,40,acts as
detailed_ways_to_use_a_brick,baseline,51868,27.975,7.7604365212273985,40,40,pinecone
detailed_ways_to_use_a_brick,baseline,14424,27.875,6.618865083985324,40,40,certain featuresNAME statementsgenes potentially
detailed_ways_to_use_a_brick,baseline,7938,27.775,24.803716959359136,40,40,"create, equality, remind, look"
detailed_ways_to_use_a_brick,baseline,40713,27.7,12.219247112649782,40,40,blooming plants
detailed_ways_to_use_a_brick,baseline,42954,27.6,12.989996150884721,40,40,can refer
detailed_ways_to_use_a_brick,baseline,130,27.5,4.544227107000703,40,40,ordering or recommending actions
detailed_ways_to_use_a_brick,baseline,54309,27.4,6.065476073648306,40,40,actively performing functions
detailed_ways_to_use_a_brick,baseline,20061,27.375,8.822379214248276,40,40,research tools and reagents
detailed_ways_to_use_a_brick,baseline,1509,27.375,8.951780549142164,40,40,a followed by descriptive words
detailed_ways_to_use_a_brick,baseline,4740,27.325,6.373333115411432,40,40,constructive conversations vs toxic masculinity
detailed_ways_to_use_a_brick,baseline,45971,27.3,10.986810274142352,40,40,articles followed by nouns
detailed_ways_to_use_a_brick,high_steering,23007,290.775,31.85395383621949,40,40,a pathway or BBQ
detailed_ways_to_use_a_brick,high_steering,20210,216.225,44.04570779315507,40,40,stone and earth construction
detailed_ways_to_use_a_brick,high_steering,25058,201.85,22.658938633572358,40,40,"researching Amazon, deploying AWS"
detailed_ways_to_use_a_brick,high_steering,59162,194.475,25.590024912063004,40,40,bricks and building
detailed_ways_to_use_a_brick,high_steering,62454,193.625,24.20298277072483,40,40,"kidney stones, rock"
detailed_ways_to_use_a_brick,high_steering,46665,161.3,49.81325124904012,40,40,outdoor spaces and items
detailed_ways_to_use_a_brick,high_steering,45632,142.475,32.08113737073553,40,40,favorite type of lamp
detailed_ways_to_use_a_brick,high_steering,53105,124.725,65.1881843204733,40,40,landscaping and gardening
detailed_ways_to_use_a_brick,high_steering,35034,114.3,19.22784439296306,40,40,best deals and different models
detailed_ways_to_use_a_brick,high_steering,11847,111.275,28.331067311345667,40,40,repurposing old items
detailed_ways_to_use_a_brick,high_steering,6181,110.95,26.125610040724418,40,40,"improvise, make, create"
detailed_ways_to_use_a_brick,high_steering,16583,108.8,16.00812293805873,40,40,"learning and improvement, fabrics"
detailed_ways_to_use_a_brick,high_steering,57701,95.925,30.89367856050813,40,40,"skills, experience, parenting"
detailed_ways_to_use_a_brick,high_steering,37453,93.525,23.27443608339412,40,40,manufacture and construction
detailed_ways_to_use_a_brick,high_steering,56517,91.8,15.28921188289312,40,40,digital transformation and inventors
detailed_ways_to_use_a_brick,high_steering,6239,91.35,22.696420422612952,40,40,stack them onto each other
detailed_ways_to_use_a_brick,high_steering,14892,89.825,21.46845068932546,40,40,hammer and context
detailed_ways_to_use_a_brick,high_steering,16770,85.25,15.153794904247576,40,40,"create, support, or delay"
detailed_ways_to_use_a_brick,high_steering,35057,83.45,21.247293945347494,40,40,easy DIY projects
detailed_ways_to_use_a_brick,high_steering,64503,82.0,23.246505113672455,40,40,quality illustration
detailed_ways_to_use_a_brick,high_steering,26627,79.775,18.986162724468546,40,40,center of gravity
detailed_ways_to_use_a_brick,high_steering,30682,79.675,24.119895833108416,40,40,uncontested divorce lawyer
detailed_ways_to_use_a_brick,high_steering,54600,79.3,37.05684821999842,40,40,aesthetically pleasing and good-looking
detailed_ways_to_use_a_brick,high_steering,34519,78.95,21.1931002923121,40,40,"to use, enjoy, charge"
detailed_ways_to_use_a_brick,high_steering,5769,78.8,33.225893516954514,40,40,place flat stable stack
detailed_ways_to_use_a_brick,high_steering,33057,78.4,20.208661509362724,40,40,stable surface
detailed_ways_to_use_a_brick,high_steering,25483,76.975,18.61785097695221,40,40,purposes like landscaping or storage
detailed_ways_to_use_a_brick,high_steering,61654,74.025,18.147296630627913,40,40,use and employment
detailed_ways_to_use_a_brick,high_steering,13142,73.725,26.91373952092131,40,40,creative acts and originality
detailed_ways_to_use_a_brick,high_steering,34834,70.3,12.665306944563198,40,40,for purpose or target
detailed_ways_to_use_a_brick,high_steering,3788,68.275,15.998417890529026,40,40,as a reference or second
detailed_ways_to_use_a_brick,high_steering,52498,62.525,14.6013483966379,40,40,rich and heavy description
detailed_ways_to_use_a_brick,high_steering,59446,62.425,18.62778502667454,40,40,"side table, desk organiser"
detailed_ways_to_use_a_brick,high_steering,23170,62.025,40.062131433562044,40,40,red lipstick and curls
detailed_ways_to_use_a_brick,high_steering,7788,61.425,11.70873071686253,40,40,purpose and usage
detailed_ways_to_use_a_brick,high_steering,35484,61.4,33.43486204547583,40,40,bobinas transformador gerador
detailed_ways_to_use_a_brick,high_steering,1752,61.4,30.055615115981244,40,40,decision and action
detailed_ways_to_use_a_brick,high_steering,20333,61.2,32.50553798970261,40,40,adding value
detailed_ways_to_use_a_brick,high_steering,37109,61.0,21.673716801693242,40,40,building settlements and cities
detailed_ways_to_use_a_brick,high_steering,61095,60.725,12.194235318378913,40,40,ceramic objects
detailed_ways_to_use_a_brick,high_steering,48239,59.725,20.920071104085665,40,40,"JavaScript, VB.NET, HTML, CSS"
detailed_ways_to_use_a_brick,high_steering,18816,59.35,17.684103030688323,40,40,building construction materials
detailed_ways_to_use_a_brick,high_steering,51884,58.9,10.51142235855832,40,40,from virtual to detect providing support
detailed_ways_to_use_a_brick,high_steering,63396,58.85,18.214760498013682,40,40,"discovers she, system that"
detailed_ways_to_use_a_brick,high_steering,29215,58.825,23.16666516786565,40,40,Americans sell digital products
detailed_ways_to_use_a_brick,high_steering,30705,58.3,16.840724449975426,40,40,discussion of drawbacks and considerations
detailed_ways_to_use_a_brick,high_steering,6298,58.1,9.769339793455853,40,40,"set clear, assign them, identify the"
detailed_ways_to_use_a_brick,high_steering,58328,57.175,49.255399450212565,40,40,"warm, inviting decor, functionality, ambiance"
detailed_ways_to_use_a_brick,high_steering,24366,56.875,13.41116605668575,40,40,acidic soil and containers
detailed_ways_to_use_a_brick,high_steering,44930,56.8,14.629080627298498,40,40,listing examples or purposes
detailed_ways_to_use_a_brick,high_steering,26920,56.35,14.167833285298071,40,40,listing attributes and qualities
detailed_ways_to_use_a_brick,high_steering,634,56.175,24.434491502791712,40,40,specific tools
detailed_ways_to_use_a_brick,high_steering,990,56.05,20.40459507071876,40,40,dirt roads and paths
detailed_ways_to_use_a_brick,high_steering,58184,55.2,11.962859190009706,40,40,versatile ingredient preparation
detailed_ways_to_use_a_brick,high_steering,37489,55.175,17.44546860935527,40,40,"a disused, an underground, a brick"
detailed_ways_to_use_a_brick,high_steering,23653,53.55,7.186619511286269,40,40,strive for greatness; established in
detailed_ways_to_use_a_brick,high_steering,55224,53.5,25.54505823050713,40,40,"cut, fold, staple, Crack, Hold, place"
detailed_ways_to_use_a_brick,high_steering,41644,53.15,13.573043137041907,40,40,"that introduced, which is, can refer"
detailed_ways_to_use_a_brick,high_steering,60041,52.925,10.196537402471517,40,40,"surreal, curious, gentle descriptions"
detailed_ways_to_use_a_brick,high_steering,21512,52.625,14.072468688897487,40,40,abstract qualities and states
detailed_ways_to_use_a_brick,high_steering,61055,52.375,41.998623489347835,40,40,"shading devices, architecture, brick wall"
detailed_ways_to_use_a_brick,high_steering,2461,52.075,15.59228575289716,40,40,specific continuations after certain words
detailed_ways_to_use_a_brick,high_steering,37770,52.025,10.546296743407128,40,40,device or equipment type
detailed_ways_to_use_a_brick,high_steering,61325,51.275,28.851332291594446,40,40,building structures and infrastructure
detailed_ways_to_use_a_brick,high_steering,27335,51.15,21.07314641908038,40,40,well-known
detailed_ways_to_use_a_brick,high_steering,59992,51.075,32.73025167944787,40,40,starts clauses or lists
detailed_ways_to_use_a_brick,high_steering,22170,50.425,22.82091967910146,40,40,common uses and applications
detailed_ways_to_use_a_brick,high_steering,18489,50.25,21.611050414082143,40,40,unique custom gifts
detailed_ways_to_use_a_brick,high_steering,4544,49.225,25.407171723747606,40,40,adjustable legs for storage
detailed_ways_to_use_a_brick,high_steering,20888,48.85,30.568406893392396,40,40,creating un blog
detailed_ways_to_use_a_brick,high_steering,3317,48.725,22.113330255752974,40,40,choice for businesses
detailed_ways_to_use_a_brick,high_steering,46241,47.875,9.61557980571114,40,40,"EVCS, IT, armrests, doors"
detailed_ways_to_use_a_brick,high_steering,17837,47.075,10.496160012118693,40,40,"activities, decisions, sales"
detailed_ways_to_use_a_brick,high_steering,51364,45.375,33.76069275059385,40,40,"for bright, their deep"
detailed_ways_to_use_a_brick,high_steering,52181,44.875,34.96583153594377,40,40,specific design objectives
detailed_ways_to_use_a_brick,high_steering,54084,43.65,12.929713840607619,40,40,helpful and respectful responses
detailed_ways_to_use_a_brick,high_steering,61605,43.65,11.643775161003425,40,40,"local gardening club, the garden's inhabitants"
detailed_ways_to_use_a_brick,high_steering,24875,43.575,16.03416274708473,39,40,build and run applications
detailed_ways_to_use_a_brick,high_steering,22803,43.45,11.35770663470403,40,40,listing features or components
detailed_ways_to_use_a_brick,high_steering,7622,43.4,6.999285677838847,40,40,is determined
detailed_ways_to_use_a_brick,high_steering,16640,42.8,11.528659939472597,40,40,estampas de carros
detailed_ways_to_use_a_brick,high_steering,11791,42.6,13.830762813380892,40,40,providing premium
detailed_ways_to_use_a_brick,high_steering,37016,42.525,21.273207915121787,40,40,compressive strength of concrete
