task,condition,rank,feature_index,mean_activation,std_activation,nonzero_count,n_response_units,feature_label
detailed_ways_to_use_a_brick,high_temperature,1,23007,246.15,18.140493378075455,40,40,a pathway or BBQ
detailed_ways_to_use_a_brick,high_temperature,2,20210,200.05,19.22751934077807,40,40,stone and earth construction
detailed_ways_to_use_a_brick,high_temperature,3,59162,189.725,17.26121012559675,40,40,bricks and building
detailed_ways_to_use_a_brick,high_temperature,4,25058,179.475,22.464402395790565,40,40,"researching Amazon, deploying AWS"
detailed_ways_to_use_a_brick,high_temperature,5,62454,176.075,16.02558501272271,40,40,"kidney stones, rock"
detailed_ways_to_use_a_brick,high_temperature,6,46665,128.325,17.7628650560658,40,40,outdoor spaces and items
detailed_ways_to_use_a_brick,high_temperature,7,16770,124.925,14.517898436068489,40,40,"create, support, or delay"
detailed_ways_to_use_a_brick,high_temperature,8,33057,120.2,17.023806859806637,40,40,stable surface
detailed_ways_to_use_a_brick,high_temperature,9,45632,119.55,14.240698718812942,40,40,favorite type of lamp
detailed_ways_to_use_a_brick,high_temperature,10,26627,109.05,11.53678898134138,40,40,center of gravity
detailed_ways_to_use_a_brick,prompting,1,23007,269.35,1.891428031933773,40,40,a pathway or BBQ
detailed_ways_to_use_a_brick,prompting,2,25058,191.35,7.786366289868615,40,40,"researching Amazon, deploying AWS"
detailed_ways_to_use_a_brick,prompting,3,62454,180.675,1.5229494410515165,40,40,"kidney stones, rock"
detailed_ways_to_use_a_brick,prompting,4,20210,176.35,6.170696881228493,40,40,stone and earth construction
detailed_ways_to_use_a_brick,prompting,5,59162,168.15,5.720795399243087,40,40,bricks and building
detailed_ways_to_use_a_brick,prompting,6,16770,140.75,3.526683994916471,40,40,"create, support, or delay"
detailed_ways_to_use_a_brick,prompting,7,45632,136.625,6.044367212537576,40,40,favorite type of lamp
detailed_ways_to_use_a_brick,prompting,8,26627,130.425,6.866176155619386,40,40,center of gravity
detailed_ways_to_use_a_brick,prompting,9,6181,121.45,1.5803480629277498,40,40,"improvise, make, create"
detailed_ways_to_use_a_brick,prompting,10,35034,116.95,4.44381592778093,40,40,best deals and different models
improve_the_stapler_with_many_specific_enhancements,baseline,1,15715,85.55,5.069270164431979,40,40,but followed by descriptions of state or action
improve_the_stapler_with_many_specific_enhancements,baseline,2,40325,82.15,4.8966825504620015,40,40,pens
improve_the_stapler_with_many_specific_enhancements,baseline,3,36804,77.9,4.903060268852409,40,40,ergonomic handle or grip
improve_the_stapler_with_many_specific_enhancements,baseline,4,35034,77.625,3.9603503632885584,40,40,best deals and different models
improve_the_stapler_with_many_specific_enhancements,baseline,5,25058,73.85,4.228179277183089,40,40,"researching Amazon, deploying AWS"
improve_the_stapler_with_many_specific_enhancements,baseline,6,7295,73.55,5.118349343294205,40,40,Milwaukee tool cutting
improve_the_stapler_with_many_specific_enhancements,baseline,7,54443,70.7,5.68418859644888,40,40,"separate chambers, adjustable legs, mechanism"
improve_the_stapler_with_many_specific_enhancements,baseline,8,27847,70.5,5.911852501542965,40,40,mechanics and springs
improve_the_stapler_with_many_specific_enhancements,baseline,9,23061,70.05,5.953780311701148,40,40,hardware and fasteners
improve_the_stapler_with_many_specific_enhancements,baseline,10,56212,68.9,3.858756276314872,40,40,lighting range ergonomic features
improve_the_stapler_with_many_specific_enhancements,high_steering,1,40325,100.65,11.729343545143497,40,40,pens
improve_the_stapler_with_many_specific_enhancements,high_steering,2,27847,93.675,10.799045096674067,40,40,mechanics and springs
improve_the_stapler_with_many_specific_enhancements,high_steering,3,25058,91.575,9.94456509858525,40,40,"researching Amazon, deploying AWS"
improve_the_stapler_with_many_specific_enhancements,high_steering,4,54443,91.55,9.800382645590966,40,40,"separate chambers, adjustable legs, mechanism"
improve_the_stapler_with_many_specific_enhancements,high_steering,5,23061,84.975,7.514943446227763,40,40,hardware and fasteners
improve_the_stapler_with_many_specific_enhancements,high_steering,6,36804,84.1,10.019481024484268,40,40,ergonomic handle or grip
improve_the_stapler_with_many_specific_enhancements,high_steering,7,35034,82.25,6.613433298975668,40,40,best deals and different models
improve_the_stapler_with_many_specific_enhancements,high_steering,8,42868,80.95,9.29233555141009,40,40,printers and ducks
improve_the_stapler_with_many_specific_enhancements,high_steering,9,7295,77.45,7.0496453811521125,40,40,Milwaukee tool cutting
improve_the_stapler_with_many_specific_enhancements,high_steering,10,4544,74.175,8.294237457415866,40,40,adjustable legs for storage
improve_the_stapler_with_many_specific_enhancements,high_temperature,1,40325,93.225,6.776752540856301,40,40,pens
improve_the_stapler_with_many_specific_enhancements,high_temperature,2,15715,89.85,7.498499849970051,40,40,but followed by descriptions of state or action
improve_the_stapler_with_many_specific_enhancements,high_temperature,3,35034,81.8,4.884669896727985,40,40,best deals and different models
improve_the_stapler_with_many_specific_enhancements,high_temperature,4,36804,81.175,5.286243940644438,40,40,ergonomic handle or grip
improve_the_stapler_with_many_specific_enhancements,high_temperature,5,25058,80.5,5.670097000933903,40,40,"researching Amazon, deploying AWS"
improve_the_stapler_with_many_specific_enhancements,high_temperature,6,23061,78.7,6.889121859859871,40,40,hardware and fasteners
improve_the_stapler_with_many_specific_enhancements,high_temperature,7,7295,78.425,5.176328331935717,40,40,Milwaukee tool cutting
improve_the_stapler_with_many_specific_enhancements,high_temperature,8,27847,76.275,5.408269131616826,40,40,mechanics and springs
improve_the_stapler_with_many_specific_enhancements,high_temperature,9,54443,75.2,5.5999999999998895,40,40,"separate chambers, adjustable legs, mechanism"
improve_the_stapler_with_many_specific_enhancements,high_temperature,10,42868,71.7,6.558200972827785,40,40,printers and ducks
improve_the_stapler_with_many_specific_enhancements,prompting,1,15715,92.775,1.8505066873693514,40,40,but followed by descriptions of state or action
improve_the_stapler_with_many_specific_enhancements,prompting,2,40325,89.9,0.6244997998386456,40,40,pens
improve_the_stapler_with_many_specific_enhancements,prompting,3,35034,88.9,0.6633249580700927,40,40,best deals and different models
improve_the_stapler_with_many_specific_enhancements,prompting,4,36804,84.95,1.430908802125304,40,40,ergonomic handle or grip
improve_the_stapler_with_many_specific_enhancements,prompting,5,54443,81.175,0.5425633603556365,40,40,"separate chambers, adjustable legs, mechanism"
improve_the_stapler_with_many_specific_enhancements,prompting,6,25058,79.875,0.5092887196862269,40,40,"researching Amazon, deploying AWS"
improve_the_stapler_with_many_specific_enhancements,prompting,7,7295,79.25,1.2599603168352709,40,40,Milwaukee tool cutting
improve_the_stapler_with_many_specific_enhancements,prompting,8,23061,78.05,0.9205976319760194,40,40,hardware and fasteners
improve_the_stapler_with_many_specific_enhancements,prompting,9,4544,77.6,4.448595283907143,40,40,adjustable legs for storage
improve_the_stapler_with_many_specific_enhancements,prompting,10,42868,69.925,0.8771402396423588,40,40,printers and ducks
