dataset_kind,dose_id,dose_rank,input_strengths,feature_indices,source_run,summary_scope,task,condition,reward,rank,feature_index,mean_activation,std_activation,nonzero_count,n_response_units,feature_label
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,20,6,46963,4.25,0.0,40,40,expressing certainty
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,20,7,53370,3.96875,0.0,40,40,rewarding positive outcomes
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,20,8,47380,3.90625,0.0,40,40,user's choice or preference
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,20,9,26699,3.875,0.0,40,40,making a choice
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,20,10,12745,3.765625,0.0,40,40,leaving or exiting
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,25,1,4162,5.8125,0.0,40,40,risk or possibility
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,25,2,13951,5.28125,0.0,40,40,sum of products for game outcomes
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,25,3,11007,4.9375,0.0,40,40,"gar, gu, guarantee, assure"
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,25,4,56793,4.78125,0.0,40,40,guaranteed or guarantee
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,25,5,64296,4.201171875,0.4599059896186495,40,40,"when, for, with, good"
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,25,6,46963,4.1875,0.0,40,40,expressing certainty
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,25,7,53370,3.9375,0.0,40,40,rewarding positive outcomes
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,25,8,47380,3.90625,0.0,40,40,user's choice or preference
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,25,9,26699,3.859375,0.0,40,40,making a choice
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,25,10,12745,3.78125,0.0,40,40,leaving or exiting
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,30,1,4162,5.96875,0.0,40,40,risk or possibility
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,30,2,13951,5.34375,0.0,40,40,sum of products for game outcomes
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,30,3,11007,4.9375,0.0,40,40,"gar, gu, guarantee, assure"
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,30,4,56793,4.78125,0.0,40,40,guaranteed or guarantee
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,30,5,64296,4.3015625,0.2203124999999906,40,40,"when, for, with, good"
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,30,6,46963,4.1875,0.0,40,40,expressing certainty
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,30,7,53370,3.9375,0.0,40,40,rewarding positive outcomes
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,30,8,47380,3.875,0.0,40,40,user's choice or preference
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,30,9,26699,3.859375,0.0,40,40,making a choice
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,30,10,12745,3.796875,0.0,40,40,leaving or exiting
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,35,1,4162,6.0421875,0.1268515218424708,40,40,risk or possibility
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,35,2,13951,5.40625,0.0,40,40,sum of products for game outcomes
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,35,3,11007,4.9375,0.0,40,40,"gar, gu, guarantee, assure"
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,35,4,56793,4.78125,0.0,40,40,guaranteed or guarantee
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,35,5,46963,4.15625,0.0,40,40,expressing certainty
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,35,6,64296,4.1400390625,0.5104988665143216,40,40,"when, for, with, good"
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,35,7,53370,3.90625,0.0,40,40,rewarding positive outcomes
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,35,8,47380,3.875,0.0,40,40,user's choice or preference
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,35,9,26699,3.859375,0.0,40,40,making a choice
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,35,10,48258,3.72734375,0.0130494477253338,40,40,roles and fields
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,40,1,4162,6.0625,0.0,40,40,risk or possibility
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,40,2,13951,5.375,0.0,40,40,sum of products for game outcomes
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,40,3,11007,4.96875,0.0,40,40,"gar, gu, guarantee, assure"
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,40,4,56793,4.78125,0.0,40,40,guaranteed or guarantee
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,40,5,64296,4.253125,0.3062500000000014,40,40,"when, for, with, good"
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,40,6,46963,4.1875,0.0,40,40,expressing certainty
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,40,7,53370,3.90625,0.0,40,40,rewarding positive outcomes
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,40,8,26699,3.859375,0.0,40,40,making a choice
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,40,9,47380,3.84375,0.0,40,40,user's choice or preference
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,40,10,12745,3.765625,0.0,40,40,leaving or exiting
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,45,1,4162,6.15625,0.0,40,40,risk or possibility
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,45,2,13951,5.4375,0.0,40,40,sum of products for game outcomes
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,45,3,11007,4.96875,0.0,40,40,"gar, gu, guarantee, assure"
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,45,4,56793,4.78125,0.0,40,40,guaranteed or guarantee
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,45,5,46963,4.15625,0.0,40,40,expressing certainty
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,45,6,53370,3.890625,0.0,40,40,rewarding positive outcomes
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,45,7,47380,3.859375,0.0,40,40,user's choice or preference
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,45,8,26699,3.859375,0.0,40,40,making a choice
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,45,9,64296,3.85390625,0.3209321369439905,40,40,"when, for, with, good"
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,45,10,12745,3.734375,0.0,40,40,leaving or exiting
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,50,1,4162,5.5625,0.0,40,40,risk or possibility
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,50,2,13951,5.125,0.0,40,40,sum of products for game outcomes
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,50,3,11007,5.09375,0.0,40,40,"gar, gu, guarantee, assure"
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,50,4,9542,5.03125,1.9016337548276745,35,40,"decision making, decision tree, decision transformer"
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,50,5,56793,4.8125,0.0,40,40,guaranteed or guarantee
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,50,6,4409,4.4296875,1.6742645015330613,35,40,decision-making process or tasks
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,50,7,46963,4.28125,0.0,40,40,expressing certainty
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,50,8,2342,4.23828125,1.6019197391211388,35,40,under specific conditions or constraints
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,50,9,12745,3.921875,0.0,40,40,leaving or exiting
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,50,10,47380,3.859375,0.0,40,40,user's choice or preference
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,55,1,4162,5.9375,0.0,40,40,risk or possibility
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,55,2,13951,5.15625,0.0,40,40,sum of products for game outcomes
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,55,3,11007,5.0625,0.0,40,40,"gar, gu, guarantee, assure"
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,55,4,56793,4.78125,0.0,40,40,guaranteed or guarantee
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,55,5,48258,4.1875,0.0,40,40,roles and fields
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,55,6,46963,4.15625,0.0,40,40,expressing certainty
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,55,7,14161,3.96875,0.0,40,40,significant impact or contribution
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,55,8,26699,3.828125,0.0,40,40,making a choice
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,55,9,12745,3.828125,0.0,40,40,leaving or exiting
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,55,10,53370,3.796875,0.0,40,40,rewarding positive outcomes
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,60,1,13951,5.59375,0.0,40,40,sum of products for game outcomes
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,60,2,60836,5.51171875,0.105901888372859,40,40,multiplication and digits
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,60,3,54803,4.75,0.6051536478449089,40,40,this case
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,60,4,57461,4.65625,0.0,40,40,"expectation, anticipation, prediction"
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,60,5,5007,4.51953125,0.0151288411961227,40,40,mathematical expressions
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,60,6,17284,4.02734375,0.0453865235883681,40,40,0.5 scaling and figures
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,60,7,6322,3.990234375,0.0075644205980613,40,40,calculations
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,60,8,36960,3.8984375,0.0302576823922454,40,40,half and remaining counts
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,60,9,27797,3.896484375,0.0529509441864295,40,40,in this case
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,60,10,26699,3.75,0.0,40,40,making a choice
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,65,1,13951,5.5625,0.0,40,40,sum of products for game outcomes
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,65,2,60836,5.5625,0.0,40,40,multiplication and digits
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,65,3,36960,4.96875,0.0,40,40,half and remaining counts
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,65,4,57461,4.65625,0.0,40,40,"expectation, anticipation, prediction"
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,65,5,20504,4.056640625,0.3313216221950855,40,40,safe contexts
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,65,6,17284,4.03125,0.0,40,40,0.5 scaling and figures
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,65,7,31084,3.946875,3.570968552962907,22,40,willing to
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,65,8,6322,3.828125,0.0,40,40,calculations
safe_risky,risk_03_01,1,"0.3,0.1","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_03_01,condition_reward,safe_risky_choice,dose_risk_03_01,65,9,26699,3.75,0.0,40,40,making a choice
